GENESIS-Tabelle: 31231-01-02-5-B
Wohngebäude- und Wohnungsbestand - Stichtag 31.12. -;;;;;;;;;;;;;;
regionale Ebenen (bis 2010);;;;;;;;;;;;;;
Fortschreib. d. Wohngebäude- u. Wohnungsbestandes;;;;;;;;;;;;;;
31.12.2010;;;;;;;;;;;;;;
;;Wohngebäude;Wohngebäude;Wohngebäude;Wohnfläche in Wohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Räume in Wohnungen mit 7 oder mehr Räumen
;;Gebäude nach Anzahl der Wohnungen;Gebäude nach Anzahl der Wohnungen;Gebäude nach Anzahl der Wohnungen;;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;
;;Insgesamt;1 Wohnung;2 Wohnungen;;Insgesamt;Wohnungen mit 1 Raum;Wohnungen mit 2 Räumen;Wohnungen mit 3 Räumen;Wohnungen mit 4 Räumen;Wohnungen mit 5 Räumen;Wohnungen mit 6 Räumen;Wohnungen mit 7 Räumen oder mehr;
;;Anzahl;Anzahl;Anzahl;1000 qm;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
13059047;Krummin;101;86;14;11,4;118;1;0;24;40;30;16;7;50
13059048;Krusenfelde;77;65;10;8,0;94;0;3;15;34;30;8;4;29
13059049;Lassan, Stadt;554;418;75;69,3;890;2;48;229;304;187;78;42;313
13059050;Levenhagen;124;95;20;16,4;186;1;7;44;54;51;18;11;86
13059051;Liepen;123;96;20;13,9;163;0;9;34;50;31;21;18;148
13059052;Loddin;401;297;68;51,6;620;10;89;114;145;117;86;59;449
13059053;Loissin;229;197;22;27,7;291;1;7;40;86;83;53;21;160
13059054;Löwitz;-;-;-;-;-;-;-;-;-;-;-;-;-
13059055;Lubmin;717;565;81;97,5;1133;9;77;249;317;267;142;72;531
13059057;Lühmannsdorf;253;222;25;26,8;307;0;10;65;94;85;34;19;139
13059058;Lüssow;-;-;-;-;-;-;-;-;-;-;-;-;-
13059059;Lütow;142;106;25;17,9;220;4;18;38;65;67;18;10;74
13059060;Medow;227;199;15;26,8;303;6;13;63;92;70;38;21;152
13059062;Mesekenhagen;329;295;17;39,0;412;2;7;81;94;114;75;39;296
13059063;Mölschow;276;228;28;33,3;387;10;11;72;121;84;52;37;280
13059065;Murchin;287;233;33;34,5;403;5;16;79;116;97;66;24;178
13059066;Neetzow;243;219;12;26,0;331;5;28;62;96;81;44;15;111
13059069;Neu Boltenhagen;171;127;24;23,4;274;3;16;72;69;75;29;10;73
13059070;Neu Kosenow;205;163;31;22,7;289;1;23;70;87;65;25;18;129
13059071;Neuendorf A;57;44;8;6,9;82;1;3;9;35;21;6;7;51
13059072;Neuendorf B;82;78;2;8,2;99;1;5;12;42;27;7;5;39
13059073;Neuenkirchen;151;136;10;16,1;190;0;8;39;63;44;24;12;85
13059074;Neuenkirchen;653;575;52;85,0;846;4;27;126;172;255;163;99;725
13059075;Peenemünde;199;120;6;36,8;583;7;90;224;214;37;10;1;7
13059076;Pelsin;-;-;-;-;-;-;-;-;-;-;-;-;-
13059077;Postlow;121;101;11;14,9;172;2;6;37;54;46;21;6;45
13059078;Pudagla;100;71;13;15,3;196;2;10;42;78;35;20;9;65
13059079;Pulow;-;-;-;-;-;-;-;-;-;-;-;-;-
13059080;Putzar;98;91;4;10,0;110;0;5;25;37;27;10;6;44
13059081;Rankwitz;345;305;28;37,3;411;7;21;60;139;96;62;26;194
13059083;Rathebur;-;-;-;-;-;-;-;-;-;-;-;-;-
13059084;Rossin;66;61;2;6,6;80;0;3;17;35;17;5;3;24
13059085;Rubenow;258;222;26;29,4;336;0;19;72;108;79;38;20;148
13059086;Rubkow;249;200;29;30,0;389;5;34;89;122;69;43;27;201
13059087;Sarnow;154;137;9;17,6;209;1;2;50;66;55;20;15;111
13059088;Sauzin;130;105;18;17,9;174;6;12;19;49;44;29;15;111
13059089;Schmatzin;147;135;5;15,3;186;0;8;25;63;39;36;15;106
13059091;Spantekow;532;476;29;53,5;694;0;36;186;239;155;53;25;190
13059093;Stolpe;144;106;26;18,4;249;3;28;70;66;58;11;13;98
13059094;Stolpe auf Usedom;136;116;11;15,9;177;1;5;30;60;39;24;18;136
13059095;Trassenheide;371;277;58;48,1;634;20;75;157;178;108;72;24;181
13059096;Ückeritz;384;288;61;48,2;594;19;47;156;138;108;85;41;305
13059097;Usedom, Stadt;620;423;99;84,9;1055;12;44;255;383;199;95;67;499
13059098;Wackerow;379;348;18;46,6;460;0;15;59;99;146;89;52;384
13059099;Weitenhagen;490;451;27;59,5;575;4;7;87;123;174;121;59;432
13059100;Wietstock;60;50;4;7,2;96;6;3;23;28;23;7;6;45
13059101;Wolgast, Stadt;1996;1158;209;428,6;6771;71;514;2030;2758;1042;237;119;903
13059102;Wrangelsburg;80;65;10;8,7;108;0;13;13;35;29;12;6;49
13059103;Wusterhusen;360;284;39;48,7;605;2;28;173;165;120;81;36;267
13059104;Zemitz;266;220;25;30,8;382;0;14;109;117;83;47;12;90
13059105;Zempin;386;278;61;52,9;727;8;105;234;178;109;61;32;236
13059106;Ziethen;172;133;26;20,6;256;3;22;61;61;61;32;16;125
13059107;Zinnowitz;1243;729;252;217,0;3126;26;387;949;889;574;188;113;829
13059109;Zirchow;136;91;37;16,9;216;1;23;49;69;37;20;17;123
13059110;Züssow;411;335;36;54,0;678;3;27;172;203;158;77;38;288
13059111;Mellenthin;184;134;28;23,8;314;19;16;69;116;53;21;20;147
13059112;Heringsdorf;2401;1191;484;489,5;7329;110;1136;2287;1995;1134;417;250;1867
13060001;Banzkow;814;648;134;104,8;1069;6;31;133;258;314;210;117;853
13060003;Barnin;161;129;25;19,6;210;2;13;41;45;59;31;19;138
13060004;Blankenberg;183;149;27;20,4;246;3;8;48;70;61;40;16;116
13060005;Borkow;177;148;13;21,5;257;0;8;58;83;55;38;15;118
13060006;Broock;-;-;-;-;-;-;-;-;-;-;-;-;-
13060007;Brüel, Stadt;827;593;137;113,3;1460;6;66;322;543;298;149;76;566
13060008;Bülow;132;108;16;14,6;173;1;5;29;64;55;13;6;42
13060009;Cambs;178;139;17;23,7;273;5;5;84;63;57;39;20;148
13060010;Crivitz, Stadt;1147;761;217;177,4;2336;15;150;477;899;487;228;80;585
13060011;Dabel;475;370;65;64,0;751;2;25;120;246;189;110;59;437
13060012;Damm;166;137;24;19,8;207;0;6;24;58;75;30;14;104
13060013;Demen;340;242;37;52,5;685;3;11;121;268;180;76;26;187
13060014;Diestelow;197;169;16;21,3;251;1;8;40;76;74;38;14;104
13060015;Dobbertin;326;257;42;40,5;487;4;13;101;152;118;57;42;311
13060016;Domsühl;367;302;55;41,6;463;0;11;58;131;161;79;23;170
13060017;Friedrichsruhe;338;292;39;36,2;423;3;14;71;120;118;60;37;274
13060020;Ganzlin;151;113;19;20,9;267;3;13;56;89;63;24;19;139
13060021;Gischow;96;66;23;11,5;138;2;9;26;50;31;11;9;69
13060022;Gneven;130;89;34;19,2;231;2;40;59;44;58;17;11;82
13060024;Godern;100;85;10;13,1;125;1;1;20;27;44;23;9;64
13060025;Göhren;138;114;18;16,9;172;0;5;28;48;48;23;20;147
13060026;Goldberg, Stadt;799;488;124;129,0;1885;33;56;394;670;398;215;119;863
13060027;Goldenstädt;-;-;-;-;-;-;-;-;-;-;-;-;-
13060028;Granzin;190;163;16;21,5;259;1;5;58;88;62;30;15;110
13060029;Grebbin;187;137;30;23,3;286;3;13;60;79;81;38;12;89
13060030;Groß Godems;124;100;22;15,8;161;1;5;22;49;39;30;15;115
13060032;Groß Niendorf;100;83;11;10,8;125;0;6;23;38;37;8;13;102
13060033;Herzberg;166;154;2;17,2;223;3;16;32;73;55;30;14;106
13060035;Hohen Pritz;158;136;20;16,7;185;3;3;22;61;53;22;21;157
13060036;Karbow-Vietlübbe;157;123;21;18,5;222;2;20;34;73;50;29;14;103
13060037;Karow;260;187;18;41,8;634;1;25;167;280;116;34;11;82
13060038;Karrenzin;226;166;53;29,5;305;3;9;51;87;76;57;22;175
13060039;Klinken;-;-;-;-;-;-;-;-;-;-;-;-;-
13060040;Kobrow;139;102;19;16,5;201;1;2;46;62;44;35;11;79
13060041;Kreien;150;126;16;17,8;206;3;5;36;52;49;35;26;200
13060042;Kritzow;200;173;22;21,8;248;2;11;39;84;58;33;21;163
13060045;Langen Brütz;176;147;22;21,1;222;3;7;38;44;69;39;22;162
13060046;Langen Jarchow;82;52;21;11,6;136;2;6;32;27;46;14;9;69
13060047;Langenhagen;-;-;-;-;-;-;-;-;-;-;-;-;-
13060048;Leezen;565;467;61;75,5;813;7;27;148;220;221;133;57;424
13060049;Lübz, Stadt;1519;999;262;246,0;3514;76;128;876;1444;643;249;98;723
13060050;Lutheran;114;95;15;13,1;149;0;4;23;38;41;26;17;126
13060051;Marnitz;270;203;42;33,3;412;6;14;74;126;125;47;20;147
13060052;Matzlow-Garwitz;-;-;-;-;-;-;-;-;-;-;-;-;-
13060053;Mestlin;271;214;23;34,4;465;22;17;72;203;93;41;17;122
13060054;Mustin;149;122;15;16,5;209;1;3;44;67;55;20;19;136
13060055;Neu Poserin;259;226;18;28,1;332;2;13;59;117;76;43;22;165
13060056;Parchim, Stadt;3574;2016;556;668,4;9875;111;499;2790;3966;1791;521;197;1472
13060057;Passow;287;247;30;28,8;360;1;15;73;112;90;44;25;183
13060059;Pinnow;539;455;79;67,0;642;2;16;83;122;192;152;75;557
13060060;Plate;982;790;142;133,5;1360;15;47;195;268;437;254;144;1069
13060061;Plau am See, Stadt;1638;1208;225;228,2;3030;26;172;801;1070;552;259;150;1147
13060063;Raben Steinfeld;272;220;35;45,5;495;1;67;84;135;104;63;41;312
13060064;Raduhn;-;-;-;-;-;-;-;-;-;-;-;-;-
13060067;Rom;301;243;42;36,8;389;2;11;59;91;120;64;42;320
13060070;Severin;94;72;16;11,1;128;1;4;29;30;31;25;8;58
13060071;Siggelkow;341;265;51;42,8;481;1;28;81;128;119;77;47;367
13060072;Spornitz;404;264;102;53,7;641;9;17;127;208;163;77;40;298
13060073;Sternberg, Stadt;1067;726;147;166,6;2343;28;82;591;945;432;169;96;720
13060074;Stolpe;118;81;26;16,2;175;5;4;42;47;46;19;12;94
13060076;Suckow;223;178;30;25,7;305;2;11;45;90;79;43;35;262
13060077;Sukow;499;415;64;62,6;635;1;16;59;138;235;99;87;672
13060078;Techentin;-;-;-;-;-;-;-;-;-;-;-;-;-
13060079;Tessenow;220;189;20;26,5;286;0;7;59;78;71;48;23;173
13060080;Tramm;188;139;37;24,4;275;1;8;43;90;79;29;25;192
13060081;Wahlstorf;69;60;9;7,4;79;0;1;7;29;16;18;8;59
13060082;Weitendorf;154;133;12;17,3;199;3;2;37;52;56;36;13;93
13060083;Wendisch Priborn;163;127;22;19,1;237;2;7;52;85;52;25;14;102
13060084;Wendisch Waren;131;103;15;13,9;186;1;6;38;64;57;13;7;52
13060086;Werder;137;104;17;19,3;242;2;14;34;109;43;25;15;112
13060087;Wessin;169;147;15;18,4;217;4;8;43;71;57;20;14;103
13060088;Witzin;157;125;23;19,9;235;8;8;42;54;72;29;22;160
13060089;Zahrensdorf;97;80;10;12,6;141;0;2;27;44;32;21;15;110
13060090;Zapel;117;89;21;14,9;155;0;1;21;46;50;30;7;51
13060091;Ziegendorf;245;184;49;30,6;352;2;5;50;111;106;50;28;209
13060092;Zölkow;211;168;27;26,0;284;2;11;48;86;76;35;26;203
13060093;Gallin-Kuppentin;231;196;27;24,1;289;1;8;60;91;80;28;21;174
13060094;Barkhagen;216;176;21;26,6;319;2;17;59;110;80;26;25;187
13060095;Buchberg;231;182;40;28,6;305;2;5;39;99;84;48;28;203
13060096;Dobin am See;612;552;41;72,1;762;7;14;101;179;298;115;48;351
13060097;Kuhlen-Wendorf;278;229;20;32,5;380;8;0;78;125;101;38;30;238
13060098;Lewitzrand;521;419;80;65,6;662;2;11;80;200;204;104;61;453
13060099;Techentin;332;283;26;38,1;430;4;9;70;161;115;51;20;161
13061001;Altefähr;340;240;46;49,3;623;1;39;178;183;106;81;35;256
13061002;Altenkirchen;294;204;34;45,7;619;0;32;208;164;135;48;32;243
13061003;Baabe;383;218;87;66,4;1030;36;298;278;224;114;48;32;236
13061004;Bergen auf Rügen, Stadt;2104;1165;295;487,1;7555;25;840;1564;2965;1726;319;116;853
13061005;Binz;871;357;111;256,8;4215;200;1030;1166;988;534;228;69;528
13061006;Breege;420;314;55;52,1;769;46;119;245;153;128;60;18;137
13061007;Buschvitz;95;78;10;11,1;144;3;8;39;41;28;18;7;50
13061008;Dranske;455;301;32;78,6;1234;3;125;252;348;400;74;32;236
13061009;Dreschvitz;253;205;25;30,5;389;1;29;97;121;91;33;17;124
13061010;Gager;223;153;41;31,3;365;9;65;72;78;67;27;47;380
13061011;Garz/Rügen, Stadt;848;607;149;106,4;1354;3;70;324;398;326;149;84;625
13061012;Gingst;361;246;58;52,0;692;5;42;117;241;167;94;26;193
13061013;Glowe;502;362;82;68,2;889;11;100;245;263;156;85;29;214
13061014;Göhren;385;155;91;82,2;1332;51;335;463;258;127;60;38;289
13061016;Gustow;193;145;26;24,6;324;1;28;66;110;75;31;13;95
13061017;Insel Hiddensee;526;397;83;62,0;889;44;164;192;162;140;99;88;682
13061019;Kluis;139;116;15;15,8;186;0;13;28;50;53;36;6;45
13061020;Lancken-Granitz;202;142;43;26,5;326;4;37;95;82;66;29;13;93
13061021;Lietzow;109;73;23;13,2;180;7;21;42;46;39;14;11;81
13061022;Lohme;222;142;44;29,3;408;10;66;116;74;73;50;19;142
13061023;Middelhagen;239;122;70;37,0;525;9;100;164;91;79;45;37;289
13061024;Neuenkirchen;176;133;27;21,6;291;3;25;57;101;72;24;9;64
13061025;Parchtitz;231;189;26;27,7;328;0;12;56;80;119;42;19;141
13061026;Patzig;181;142;25;20,3;250;3;24;44;65;70;29;15;110
13061027;Poseritz;402;322;44;48,8;592;1;28;110;197;139;75;42;316
13061028;Putbus, Stadt;1331;914;190;202,2;2662;32;232;664;770;598;243;123;914
13061029;Putgarten;132;100;14;16,3;238;8;50;63;65;26;13;13;100
13061030;Ralswiek;102;70;19;12,2;169;4;19;41;59;29;14;3;21
13061031;Rambin;341;260;55;42,7;497;8;30;100;113;137;64;45;334
13061032;Rappin;120;77;30;14,6;197;0;6;66;63;36;19;7;50
13061033;Sagard;681;464;80;117,8;1676;29;185;360;615;350;101;36;280
13061034;Samtens;446;328;48;77,1;1014;0;88;202;222;346;101;55;407
13061035;Sassnitz, Stadt;1636;835;179;395,5;6341;335;452;1817;2460;926;239;112;825
13061036;Schaprode;212;174;27;23,0;293;14;15;76;83;50;35;20;160
13061037;Sehlen;342;273;44;39,7;468;10;22;97;119;120;81;19;138
13061038;Sellin;598;315;102;139,1;2154;90;445;637;412;384;127;59;445
13061039;Thesenvitz;158;128;17;17,4;211;4;21;44;50;63;24;5;38
13061040;Thiessow;201;138;37;30,6;430;45;92;111;73;39;40;30;234
13061041;Trent;253;177;47;34,1;461;27;16;139;135;89;31;24;178
13061042;Ummanz;304;256;37;34,7;406;9;40;69;132;93;43;20;148
13061043;Wiek;523;354;101;64,1;917;18;108;228;295;185;57;26;186
13061044;Zirkow;212;166;18;26,6;341;5;22;77;108;73;35;21;161
13062001;Ahlbeck;307;256;40;35,6;397;1;17;89;129;84;42;35;260
13062002;Altwarp;230;176;27;29,1;377;2;13;95;168;55;43;1;8
13062003;Altwigshagen;127;105;12;15,3;204;1;16;54;64;39;20;10;73
13062005;Bergholz;146;115;24;16,9;194;0;4;35;71;46;24;14;106
13062007;Blankensee;225;189;28;26,3;282;1;14;40;70;75;46;36;274
13062008;Blumenhagen;143;120;12;15,9;202;0;12;48;64;50;18;10;73
13062009;Boock;222;199;19;24,2;252;0;4;40;64;80;32;32;230
13062010;Brietzig;78;56;14;9,5;123;2;8;24;44;30;12;3;23
13062011;Damerow;48;33;6;6,6;95;0;5;31;31;22;4;2;17
13062012;Eggesin, Stadt;1332;918;152;193,2;2828;28;75;315;1064;878;365;103;767
13062013;Fahrenwalde;133;118;10;13,8;176;0;2;41;74;40;13;6;47
13062014;Ferdinandshof;723;527;69;117,2;1580;34;75;328;592;345;128;78;574
13062016;Glasow;79;67;5;9,2;127;1;16;29;42;27;6;6;42
13062017;Grambin;170;135;27;21,4;219;1;11;31;57;61;39;19;144
13062018;Grambow;293;217;47;37,7;472;6;28;83;180;90;52;33;247
13062019;Groß Luckow;93;79;6;10,1;141;5;9;35;47;26;16;3;22
13062021;Hammer a. d. Uecker;191;137;37;23,1;279;0;11;56;106;66;23;17;121
13062022;Heinrichsruh;108;96;11;11,7;124;0;4;16;42;30;21;11;83
13062023;Heinrichswalde;165;130;24;21,7;253;2;11;44;93;54;31;18;135
13062024;Hintersee;162;138;21;18,2;190;0;2;29;62;59;21;17;127
13062025;Jatznick;706;566;89;84,5;1031;4;38;237;319;262;135;36;265
13062026;Klein Luckow;79;63;8;9,6;127;0;1;39;45;34;6;2;15
13062027;Koblentz;73;61;3;9,7;128;1;9;38;42;20;9;9;69
13062028;Krackow;280;203;45;33,7;445;1;33;105;151;108;27;20;148
13062029;Krugsdorf;138;122;10;16,6;183;0;1;21;41;77;26;17;124
13062031;Leopoldshagen;261;209;39;30,8;376;2;13;115;125;74;28;19;142
13062032;Liepgarten;305;247;48;35,8;389;1;22;72;105;107;61;21;153
13062033;Löcknitz;662;450;60;116,1;1654;7;125;448;619;274;119;62;460
13062034;Luckow;282;233;39;32,2;360;2;13;56;128;92;51;18;136
13062036;Meiersberg;195;171;18;20,0;230;2;15;43;86;59;19;6;44
13062038;Mönkebude;334;286;42;36,9;400;0;26;86;95;113;53;27;206
13062039;Nadrensee;107;75;16;15,3;203;1;21;25;75;47;23;11;81
13062040;Nieden;65;48;12;8,4;102;1;4;22;37;21;12;5;39
13062042;Papendorf;82;57;17;10,9;137;0;2;30;58;25;13;9;69
13062043;Pasewalk, Stadt;1933;1126;161;432,4;6514;54;512;1785;2541;1120;351;151;1117
13062044;Penkun, Stadt;630;472;87;84,4;1033;0;37;211;379;227;105;74;549
13062045;Plöwen;124;107;9;13,7;155;3;15;28;38;34;23;14;115
13062046;Polzow;86;73;5;11,0;128;0;3;9;37;52;13;14;106
13062047;Ramin;230;185;23;26,8;354;1;34;77;112;81;31;18;135
13062049;Rollwitz;198;157;21;24,8;313;9;15;68;93;81;33;14;103
13062050;Rossow;175;155;10;18,7;231;1;13;44;75;51;26;21;156
13062051;Rothemühl;141;118;16;17,1;186;7;14;33;36;48;21;27;200
13062052;Rothenklempenow;256;226;17;28,5;328;3;15;63;84;92;49;22;163
13062053;Schönwalde;179;149;20;21,3;249;2;13;29;64;87;38;16;120
13062056;Strasburg (Uckermark), Stadt;1215;760;141;218,6;3282;30;294;938;1171;557;207;85;639
13062057;Torgelow-Holländerei;148;127;20;15,7;170;3;7;30;42;53;24;11;82
13062058;Torgelow, Stadt;1912;1185;227;358,1;5001;75;262;1219;2067;827;448;103;747
13062059;Ueckermünde, Stadt;1959;1225;250;386,2;5430;18;541;1376;1904;1096;359;136;1016
13062060;Viereck;398;310;37;56,9;681;2;15;80;259;202;100;23;166
13062061;Vogelsang-Warsin;152;119;19;18,1;213;4;7;44;75;53;25;5;35
13062062;Wilhelmsburg;354;285;46;42,8;505;2;19;119;192;81;61;31;235
13062064;Zerrenthin;181;151;25;20,6;233;0;7;30;69;64;43;20;142
13062065;Züsedom;73;54;6;9,7;139;2;8;32;57;26;6;8;58
13062066;Lübs;168;145;10;19,9;246;0;19;58;71;61;23;14;109
13071001;Alt Schwerin;-;-;-;-;-;-;-;-;-;-;-;-;-
13071002;Altenhagen;-;-;-;-;-;-;-;-;-;-;-;-;-
13071003;Altenhof;-;-;-;-;-;-;-;-;-;-;-;-;-
13071004;Altentreptow, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-
13071005;Ankershagen;-;-;-;-;-;-;-;-;-;-;-;-;-
13071006;Bartow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071007;Basedow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071008;Beggerow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071009;Beseritz;-;-;-;-;-;-;-;-;-;-;-;-;-
13071010;Blankenhof;-;-;-;-;-;-;-;-;-;-;-;-;-
13071011;Blankensee;-;-;-;-;-;-;-;-;-;-;-;-;-
13071012;Blumenholz;-;-;-;-;-;-;-;-;-;-;-;-;-
13071013;Bollewick;-;-;-;-;-;-;-;-;-;-;-;-;-
13071014;Borrentin;-;-;-;-;-;-;-;-;-;-;-;-;-
13071015;Bredenfelde;-;-;-;-;-;-;-;-;-;-;-;-;-
13071016;Breesen;-;-;-;-;-;-;-;-;-;-;-;-;-
13071017;Breest;-;-;-;-;-;-;-;-;-;-;-;-;-
13071018;Briggow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071019;Brunn;-;-;-;-;-;-;-;-;-;-;-;-;-
13071020;Buchholz;-;-;-;-;-;-;-;-;-;-;-;-;-
13071021;Burg Stargard, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-
13071022;Burow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071023;Bütow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071024;Cammin;-;-;-;-;-;-;-;-;-;-;-;-;-
13071025;Carpin;-;-;-;-;-;-;-;-;-;-;-;-;-
13071026;Cölpin;-;-;-;-;-;-;-;-;-;-;-;-;-
13071027;Dargun, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-
13071028;Datzetal;-;-;-;-;-;-;-;-;-;-;-;-;-
13071029;Demmin, Hansestadt;-;-;-;-;-;-;-;-;-;-;-;-;-
13071030;Duckow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071031;Eichhorst;-;-;-;-;-;-;-;-;-;-;-;-;-
13071032;Faulenrost;-;-;-;-;-;-;-;-;-;-;-;-;-
13071033;Feldberger Seenlandschaft;-;-;-;-;-;-;-;-;-;-;-;-;-
13071034;Fincken;-;-;-;-;-;-;-;-;-;-;-;-;-
13071035;Friedland, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-
13071036;Fünfseen;-;-;-;-;-;-;-;-;-;-;-;-;-
13071037;Galenbeck;-;-;-;-;-;-;-;-;-;-;-;-;-
13071038;Genzkow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071039;Gielow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071040;Glienke;-;-;-;-;-;-;-;-;-;-;-;-;-
13071041;Gnevkow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071042;Godendorf;-;-;-;-;-;-;-;-;-;-;-;-;-
13071043;Göhren-Lebbin;-;-;-;-;-;-;-;-;-;-;-;-;-
13071044;Golchen;-;-;-;-;-;-;-;-;-;-;-;-;-
13071045;Gotthun;-;-;-;-;-;-;-;-;-;-;-;-;-
13071046;Grabow-Below;-;-;-;-;-;-;-;-;-;-;-;-;-
13071047;Grabowhöfe;-;-;-;-;-;-;-;-;-;-;-;-;-
13071048;Grammentin;-;-;-;-;-;-;-;-;-;-;-;-;-
13071049;Grapzow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071050;Grischow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071051;Groß Dratow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071052;Groß Gievitz;-;-;-;-;-;-;-;-;-;-;-;-;-
13071053;Groß Kelle;-;-;-;-;-;-;-;-;-;-;-;-;-
13071054;Groß Miltzow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071055;Groß Nemerow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071056;Groß Plasten;-;-;-;-;-;-;-;-;-;-;-;-;-
13071057;Groß Teetzleben;-;-;-;-;-;-;-;-;-;-;-;-;-
13071058;Grünow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071059;Gültz;-;-;-;-;-;-;-;-;-;-;-;-;-
13071060;Gülzow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071061;Helpt;-;-;-;-;-;-;-;-;-;-;-;-;-
13071062;Hinrichshagen;-;-;-;-;-;-;-;-;-;-;-;-;-
13071063;Hohen Wangelin;-;-;-;-;-;-;-;-;-;-;-;-;-
13071064;Hohenbollentin;-;-;-;-;-;-;-;-;-;-;-;-;-
13071065;Hohenmocker;-;-;-;-;-;-;-;-;-;-;-;-;-
13071066;Hohenzieritz;-;-;-;-;-;-;-;-;-;-;-;-;-
13071067;Holldorf;-;-;-;-;-;-;-;-;-;-;-;-;-
13071068;Ivenack;-;-;-;-;-;-;-;-;-;-;-;-;-
13071069;Jabel;-;-;-;-;-;-;-;-;-;-;-;-;-
13071070;Jürgenstorf;-;-;-;-;-;-;-;-;-;-;-;-;-
13071071;Kargow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071072;Kentzlin;-;-;-;-;-;-;-;-;-;-;-;-;-
13071073;Kieve;-;-;-;-;-;-;-;-;-;-;-;-;-
13071074;Kittendorf;-;-;-;-;-;-;-;-;-;-;-;-;-
13071075;Klein Vielen;-;-;-;-;-;-;-;-;-;-;-;-;-
13071076;Kletzin;-;-;-;-;-;-;-;-;-;-;-;-;-
13071077;Klink;-;-;-;-;-;-;-;-;-;-;-;-;-
13071078;Klocksin;-;-;-;-;-;-;-;-;-;-;-;-;-
13071079;Knorrendorf;-;-;-;-;-;-;-;-;-;-;-;-;-
13071080;Kratzeburg;-;-;-;-;-;-;-;-;-;-;-;-;-
13071081;Kriesow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071082;Krukow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071083;Kublank;-;-;-;-;-;-;-;-;-;-;-;-;-
13071084;Kummerow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071085;Lansen-Schönau;-;-;-;-;-;-;-;-;-;-;-;-;-
13071086;Lapitz;-;-;-;-;-;-;-;-;-;-;-;-;-
13071087;Lärz;-;-;-;-;-;-;-;-;-;-;-;-;-
13071088;Leizen;-;-;-;-;-;-;-;-;-;-;-;-;-
13071089;Lindenberg;-;-;-;-;-;-;-;-;-;-;-;-;-
13071090;Lindetal;-;-;-;-;-;-;-;-;-;-;-;-;-
13071091;Ludorf;-;-;-;-;-;-;-;-;-;-;-;-;-
13071092;Malchin, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-
13071093;Malchow, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-
13071094;Mallin;-;-;-;-;-;-;-;-;-;-;-;-;-
13071095;Massow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071096;Meesiger;-;-;-;-;-;-;-;-;-;-;-;-;-
13071097;Melz;-;-;-;-;-;-;-;-;-;-;-;-;-
13071098;Mildenitz;-;-;-;-;-;-;-;-;-;-;-;-;-
13071099;Mirow, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-
13071100;Möllenbeck;-;-;-;-;-;-;-;-;-;-;-;-;-
13071101;Möllenhagen;-;-;-;-;-;-;-;-;-;-;-;-;-
13071102;Mölln;-;-;-;-;-;-;-;-;-;-;-;-;-
13071103;Moltzow;-;-;-;-;-;-;-;-;-;-;-;-;-
13071104;Neddemin;-;-;-;-;-;-;-;-;-;-;-;-;-
13071105;Neetzka;-;-;-;-;-;-;-;-;-;-;-;-;-
13071106;Neu Gaarz;-;-;-;-;-;-;-;-;-;-;-;-;-
