GENESIS-Tabelle: 71517-02-03-5-B
Bruttoausgaben der Gemeinden - Jahressumme -;;;;;;;;;
regionale Ebenen;;;;;;;;;
Vierteljährliche Kassenergebnisse, Sektor Kommunen;;;;;;;;;
2014;;;;;;;;;
;;Bruttoausgaben der Gemeinden;Bruttoausgaben der Gemeinden;Bruttoausgaben der Gemeinden;Bruttoausgaben der Gemeinden;Bruttoausgaben der Gemeinden;Bruttoausgaben der Gemeinden;Bruttoausgaben der Gemeinden;Nettoausgaben der Gemeinden
;;;Bruttoausgaben d. Verwaltungshaushalts (Gemeinden);Bruttoausgaben d. Verwaltungshaushalts (Gemeinden);Bruttoausgaben d. Verwaltungshaushalts (Gemeinden);Bruttoausgaben d. Vermögenshaushalts (Gemeinden);Bruttoausgaben d. Vermögenshaushalts (Gemeinden);Bruttoausgaben d. Vermögenshaushalts (Gemeinden);
;;;Ausgaben des Verwaltungshaushalts, insgesamt;Personalausgaben;laufender Sachaufwand;Ausgaben des Vermögenshaushalts, insgesamt;Tilgung v.Krediten,Rückzahlungen v.inneren Darleh.;Ausgaben für Sachinvestitionen;
;;EUR;EUR;EUR;EUR;EUR;EUR;EUR;EUR
09773116;Binswangen;4143448;1617859;274248;239073;2525589;118144;1175201;3216715
09773117;Bissingen, M;16985085;9973505;2475931;2444272;7011580;1734417;4911061;15230063
09773119;Blindheim;4134433;2041709;715752;360704;2092724;60542;1975918;3125137
09773122;Buttenwiesen;10676430;8261622;2209753;2362437;2414808;244984;2066049;9330129
09773125;Dillingen a.d.Donau, GKSt;34546070;26927791;8806092;6515250;7618279;788025;6419645;28017981
09773133;Glött;2087200;1258587;419024;238114;828614;0;745184;1398796
09773136;Gundelfingen a.d.Donau, St;14495564;11411864;2775588;2415251;3083701;727583;1510695;10743833
09773137;Haunsheim;3714568;2130642;457329;467341;1583926;101790;604000;2228288
09773139;Höchstädt a.d.Donau, St;14157209;8298700;1943588;1299986;5858508;244587;3815520;10390795
09773140;Holzheim;5641873;4072903;1201444;830018;1568970;11340;1194701;3768796
09773143;Laugna;3614235;2111101;519113;465788;1503134;172228;828350;2581670
09773144;Lauingen (Donau), St;19745658;15352636;5294542;3751079;4393022;775055;3231176;16158453
09773146;Lutzingen;2152496;1135924;355897;173057;1016571;79646;654456;1496272
09773147;Mödingen;2349749;1535351;320855;240100;814398;35335;692239;1323825
09773150;Finningen;4209826;1869593;614643;326287;2340233;31490;1185079;3105266
09773153;Medlingen;1617005;1370289;380549;351303;246717;16552;225349;1054391
09773164;Schwenningen;2204092;1560750;459729;327562;643342;0;641200;1380750
09773170;Syrgenstein;7388584;5755519;1528353;1214549;1633065;139088;1157682;4520800
09773179;Villenbach;2484024;1601921;299923;270228;882102;72768;540831;1355952
09773182;Wertingen, St;28503552;15613529;4259803;3149395;12890023;1899863;9952997;20006214
09773183;Wittislingen, M;5094780;3551992;1163478;721958;1542788;162328;1240069;3406204
09773186;Ziertheim;1862804;1394578;316181;331409;468226;36867;366922;1007541
09773187;Zöschingen;2152447;1297141;320938;460969;855307;0;834294;1294906
09773188;Zusamaltheim;2713374;1810737;601328;290379;902638;40000;67592;1764305
09774111;Aletshausen;2492769;1533320;440295;490304;959449;36593;655983;1706697
09774115;Balzhausen;2903269;1778032;318214;379825;1125237;38750;1086487;2248067
09774116;Ursberg;6208494;3447005;660556;1177529;2761489;57087;1738091;3914121
09774117;Breitenthal;3071562;1468589;468481;292022;1602972;22133;1291532;2198717
09774118;Bubesheim;3300846;2085703;243630;314774;1215143;36433;142495;2685265
09774119;Bibertal;8554315;5137547;1025880;1409184;3416768;658106;1265270;6617699
09774121;Burgau, St;19469931;14750923;4050788;3935025;4719008;155007;4208621;17650476
09774122;Burtenbach, M;10839594;3439860;1081691;797868;7399734;0;4542594;6429540
09774124;Deisenhausen;1967765;1576840;225736;248146;390925;53750;57630;1059324
09774127;Dürrlauingen;2838637;1797879;546275;310871;1040758;0;901720;1631513
09774129;Ebershausen;1001288;773255;111415;201900;228033;202;73225;580108
09774133;Ellzee;1921127;1210370;242020;234045;710757;13344;537743;1041182
09774135;Günzburg, GKSt;34039614;27005424;9969632;5913661;7034190;956432;5209179;25026369
09774136;Gundremmingen;21956772;5293444;955356;1108026;16663327;0;1968963;21274919
09774140;Haldenwang;2760868;2174336;723930;342239;586532;28885;489900;1641393
09774143;Ichenhausen, St;14456340;11111685;4011602;2144144;3344655;57135;3028751;9895396
09774144;Jettingen-Scheppach, M;13471651;8879981;2696238;2361874;4591670;1109506;2333360;11257450
09774145;Kammeltal;4641612;3813382;1408546;886842;828230;62551;433227;3116467
09774148;Kötz;4687959;4271647;756725;740621;416312;120094;144109;2823473
09774150;Krumbach (Schwaben), St;22656518;18477268;5765921;5869990;4179250;504522;3449096;16604030
09774151;Landensberg;1052449;880950;264160;264686;171499;0;138018;533246
09774155;Leipheim, St;18570706;12348110;4298642;2998533;6222596;259397;4793700;15465626
09774160;Münsterhausen, M;2772039;2457473;487227;423694;314566;27017;287549;1775591
09774162;Neuburg a.d.Kammel, M;8100316;3616176;700167;749242;4484140;596834;463111;7202399
09774166;Aichen;2239459;1253155;263742;234382;986304;13559;52940;1502734
09774171;Offingen, M;16199726;6373261;1352786;1002500;9826465;0;6491139;11244531
09774174;Rettenbach;5659100;2721467;481092;522566;2937633;602373;1247976;4635156
09774178;Röfingen;1664999;1239440;319900;231240;425559;259108;95767;1018963
09774185;Thannhausen, St;11031313;8240363;1758587;1416319;2790950;126074;2281323;7901494
09774189;Wiesenbach;1382213;1065522;200351;201313;316692;316;249623;784421
09774191;Waldstetten, M;2093460;1545749;248252;231078;547711;0;414883;1582329
09774192;Waltenhausen;1216938;793854;132353;134062;423084;28336;309547;691247
09774196;Winterbach;1922844;1007638;302256;263279;915206;1328;586429;1304094
09774198;Ziemetshausen, M;6882471;4077019;1437011;960430;2805452;150778;1075291;5342498
09774444;Gem.fr. Geb. Günzburg;0;0;0;0;0;0;0;0
09775111;Altenstadt, M;11251895;6757680;1831991;1288775;4494215;397473;2509847;9163464
09775115;Bellenberg;9098761;6596039;2838780;1208637;2502722;253634;1398800;7686391
09775118;Buch, M;8965480;5076282;1779872;1151422;3889198;317543;2009753;6688761
09775126;Holzheim;4440393;2555649;740955;728832;1884744;15472;726358;3346324
09775129;Illertissen, St;36239660;26249965;6169794;6368321;9989695;3299897;6049862;31084881
09775132;Kellmünz a.d.Iller, M;2585309;1803292;698138;313392;782017;114723;110715;1790608
09775134;Nersingen;17281995;12484730;2473432;3235200;4797265;765957;1235294;13965114
09775135;Neu-Ulm, GKSt;121238371;93788793;32101722;18821200;27449578;2439472;16337988;97617543
09775139;Elchingen;17176545;13963980;3067505;4056150;3212565;49273;2775724;14475048
09775141;Oberroth;2076814;1192294;431964;223422;884521;134252;311035;1458971
09775142;Osterberg;1451941;1124910;364141;288935;327031;139221;73159;890091
09775143;Pfaffenhofen a.d.Roth, M;17317204;9738710;1434366;1894822;7578494;302442;3997043;11928337
09775149;Roggenburg;4264555;3246528;640195;1015668;1018027;62465;342664;2429426
09775152;Senden, St;44042742;30423929;8832556;6836711;13618813;739063;6262030;35697655
09775161;Unterroth;3821891;1428332;547399;282704;2393559;67199;1278746;2808680
09775162;Vöhringen, St;25125179;19343909;5968350;5340118;5781270;142654;5230791;21080334
09775164;Weißenhorn, St;32515184;21535487;7977811;4520828;10979697;424261;10225759;23330131
09775444;Gem.fr. Geb. Neu-Ulm;0;0;0;0;0;0;0;0
09776111;Bodolz;5390614;3465349;1051587;837890;1925265;138547;540943;4008214
09776112;Gestratz;2981313;1667003;531154;477635;1314310;88079;351220;2082100
09776113;Grünenbach;3536601;2098905;631948;608418;1437696;326254;391901;2529192
09776114;Heimenkirch, M;6651002;5317806;1749706;881236;1333196;217306;350078;5252504
09776115;Hergensweiler;5262685;2668902;751389;584403;2593783;20895;2572557;4530223
09776116;Lindau (Bodensee), GKSt;56715895;44007553;17006666;8036339;12708342;4518355;5318974;46057841
09776117;Lindenberg i.Allgäu, St;23707605;13664522;4071759;2448969;10043083;492346;9452369;16077901
09776118;Maierhöfen;2832826;1775182;554878;455470;1057645;29719;280440;1738188
09776120;Nonnenhorn;4792716;2863136;907142;1082871;1929580;65488;126110;4156736
09776121;Oberreute;3440767;2612970;808061;879314;827797;0;224947;1741701
09776122;Opfenbach;4239771;2040344;480148;413799;2199427;324817;1429726;2696876
09776124;Röthenbach (Allgäu);5996812;2831592;543127;805005;3165220;127563;2411468;4892558
09776125;Scheidegg, M;9557900;6043715;1649518;1877926;3514185;411380;2546988;7276290
09776126;Sigmarszell;5035244;3930131;1196613;701345;1105113;83932;479376;3457560
09776127;Stiefenhofen;3719396;2270159;651188;576772;1449237;156149;1291946;2027160
09776128;Wasserburg (Bodensee);9328114;5183995;1750120;1657617;4144119;233367;1222728;8095775
09776129;Weiler-Simmerberg, M;10213243;7848130;3086586;2021153;2365113;315443;1713786;7707388
09776130;Weißensberg;5106612;3133033;568137;580448;1973579;18705;641527;3903672
09776131;Hergatz;4812483;2529086;1091647;521261;2283397;330567;1598667;4135055
09777111;Aitrang;4399351;2478885;859294;438042;1920466;761117;667888;3055140
09777112;Biessenhofen;9423798;4989968;1564240;1185464;4433830;119004;1663765;7647152
09777114;Baisweil;3498993;1692115;532697;491743;1806878;82845;1036591;2644338
09777118;Bidingen;8106710;2574764;424835;862686;5531945;1709761;2713323;6405334
09777121;Buchloe, St;26391813;17995207;4268661;3478614;8396605;1493559;6712212;21223621
09777124;Eggenthal;3272394;1441534;450208;249009;1830860;122760;809013;2444849
09777125;Eisenberg;2445414;1694850;534404;412203;750565;89932;393498;1717222
09777128;Friesenried;2734954;1729623;587352;296700;1005331;154378;715602;1595528
09777129;Füssen, St;29801897;24064631;7792097;5541007;5737266;1369965;2977097;22273944
09777130;Germaringen;14048148;3949705;650737;941066;10098443;1022;1779766;12995454
09777131;Görisried;2734525;1806750;609999;438641;927775;229560;430623;1715049
09777135;Hopferau;2311323;1440920;457442;269761;870403;22981;495646;1707614
09777138;Günzach;2574046;1783539;574678;317049;790507;97026;523441;1760211
09777139;Irsee, M;3386347;1920986;673842;493363;1465361;231631;865275;2674952
09777140;Jengen;4334159;2933430;772009;634327;1400728;373626;963566;2762835
09777141;Kaltental, M;2900872;1659249;500077;320305;1241623;223952;780223;1921901
09777144;Kraftisried;1501602;787977;167588;189294;713624;88786;118385;990655
09777145;Lamerdingen;5396722;2259703;440815;580780;3137019;268007;2780899;4207470
09777147;Lechbruck am See;13735828;3877453;945626;853107;9858375;2372270;2163992;12304003
09777149;Lengenwang;3396413;2289806;621310;326486;1106607;64428;1003560;2946906
09777151;Marktoberdorf, St;44164904;29358350;9985145;7446118;14806554;1425056;12576084;39373376
09777152;Mauerstetten;12932101;4379511;810538;886887;8552590;86667;3235732;11605672
09777153;Nesselwang, M;10024413;7361240;1210880;3640244;2663173;1344828;939335;8966594
09777154;Obergünzburg, M;9900055;7560573;2354507;1304310;2339481;183295;1716981;7139578
09777155;Oberostendorf;3265715;1578168;281676;263113;1687547;345488;1241541;2473623
09777157;Osterzell;1805038;906937;142309;190612;898101;92538;675476;1270193
09777158;Pforzen;4886883;2506301;427352;473171;2380582;1151460;865364;3584106
09777159;Pfronten;21922785;13861578;3726156;3771653;8061207;866067;5309588;19321847
09777163;Rieden am Forggensee;4916411;2298924;480066;465947;2617487;417533;2114735;4353365
09777164;Rieden;2365602;1597929;606376;284072;767673;17500;623388;1464881
09777165;Ronsberg, M;4063957;2413323;756953;800388;1650634;204191;1164693;3441039
09777166;Roßhaupten;3817642;2799488;962790;675553;1018154;491108;329594;2557408
09777167;Ruderatshofen;3902327;2135776;807520;286670;1766551;743747;218955;2951855
09777168;Rückholz;1654063;966478;304074;223748;687585;15651;279000;1086791
09777169;Schwangau;8938320;6232270;2379588;1740289;2706050;364839;754183;7743627
09777170;Seeg;7721555;3804493;748209;872022;3917061;1628413;1786292;5858533
09777171;Stötten a.Auerberg;3336616;2108435;572927;448125;1228181;239371;675302;1884428
09777172;Stöttwang;3832134;1961464;410319;321175;1870670;89244;602424;2790938
09777173;Halblech;6549907;4074984;1400285;1129938;2474923;309406;442357;5057621
09777175;Unterthingau, M;4907131;3577675;1159516;723184;1329456;339718;292577;3518184
09777176;Untrasried;3104883;1769126;470621;438918;1335757;235820;900483;2253009
09777177;Waal, M;3051603;2423438;555065;470034;628165;247012;351823;1668460
09777179;Wald;2880159;1136280;256015;214480;1743880;66685;1255817;2132223
09777182;Westendorf;2260150;1603078;534579;280841;657072;112468;444146;1529590
09777183;Rettenbach a.Auerberg;1742949;1189745;309967;189573;553204;0;304722;1298188
09778111;Amberg;2920739;1592537;519281;324982;1328202;0;1060761;1595629
09778113;Apfeltrach;1290641;1101792;154111;273448;188848;40000;102710;627754
09778115;Babenhausen, M;11252775;8576869;2837423;1593986;2675906;326592;1512725;9583323
09778116;Bad Wörishofen, St;26952392;19439292;6404483;4247191;7513100;1835538;5673500;22233677
09778118;Benningen;4016723;2437073;712417;472290;1579650;93250;1435525;3415836
09778119;Böhen;3050707;1045333;233583;194467;2005373;68564;1641804;1205831
09778120;Boos;4147386;2776418;792171;776153;1370968;44125;1292527;3055484
09778121;Breitenbrunn;5491541;2695413;657634;510934;2796127;197185;1805313;3709282
09778123;Buxheim;6451043;3756437;1319794;1024924;2694606;194117;1661997;5225559
09778127;Dirlewang, M;3803035;2714580;897737;639490;1088455;121130;728647;2516271
09778130;Egg a.d.Günz;3529093;1322732;510344;244809;2206360;0;959066;2797148
09778134;Eppishausen;3774853;2399311;664818;541943;1375542;87500;730195;3017577
09778136;Erkheim, M;7299120;3794145;1265036;671894;3504975;1200000;1172184;6297473
09778137;Ettringen;5970392;3872781;1333099;935742;2097611;42964;958927;4452421
09778139;Fellheim;2260217;1496567;308141;231202;763650;27509;734216;1064881
09778144;Bad Grönenbach, M;14076360;7016475;1411222;1238023;7059885;388121;4244934;12265417
09778149;Hawangen;5974792;3438652;1269730;660182;2536140;332120;1482154;4970480
09778150;Heimertingen;3799447;2912674;554261;531578;886774;55556;772872;3006619
09778151;Holzgünz;3181555;1396591;492757;219082;1784964;21333;1427707;2618770
09778157;Kirchhaslach;2844037;1552785;367756;323976;1291253;50000;523489;2042209
09778158;Kirchheim i.Schw., M;6046104;3499675;710037;815218;2546429;0;920400;5147078
09778161;Kronburg;3393820;1965130;375813;275360;1428691;156685;166283;2394963
09778162;Lachen;1741289;1338592;208316;168157;402698;101137;263338;1015864
09778163;Lauben;2468957;1424609;455175;294174;1044348;80000;261520;1610559
09778164;Lautrach;2532326;1263331;260985;263978;1268995;17398;1116364;1699347
09778165;Legau, M;6939092;4730436;1442770;815636;2208656;101250;1466012;5642110
09778168;Markt Rettenbach, M;6780761;3568177;726799;1013855;3212584;271060;1876798;5446647
09778169;Markt Wald, M;4141580;2501194;835135;684074;1640386;245513;969620;2929969
09778171;Memmingerberg;6395798;3593012;977190;730289;2802786;139310;2137593;5611515
09778173;Mindelheim, St;27313512;21288172;7492916;4966325;6025340;486946;5395968;21431916
09778177;Niederrieden;2880077;1771111;581271;331534;1108967;526226;559104;1997631
09778180;Kammlach;5083740;2172840;797180;488240;2910900;50000;1319445;3772782
09778183;Oberrieden;2835125;1463544;455712;292115;1371581;209953;303830;1841889
09778184;Oberschönegg;5496578;2623851;614062;740320;2872727;0;1215004;5211382
09778186;Ottobeuren, M;23626857;14626079;4117473;3510479;9000778;763956;5415490;16627617
09778187;Pfaffenhausen, M;6336401;3103798;1037656;496323;3232603;255222;2183656;5184060
09778188;Pleß;1653308;996510;188941;130391;656798;7432;596366;1074177
09778190;Salgen;4721095;1693933;268817;396972;3027162;219870;822771;3636844
09778196;Sontheim;4569504;2446295;857787;519746;2123209;193340;641051;3437114
09778199;Stetten;2424051;1865527;477235;307941;558524;62609;444398;1855557
09778202;Trunkelsberg;2523745;1900545;706169;290635;623200;255058;264495;1541715
09778203;Türkheim, M;11903866;9030930;3548838;1757049;2872937;178214;2103155;8290142
09778204;Tussenhausen, M;5809031;3236129;1133241;844786;2572902;114490;1894912;3813486
09778205;Ungerhausen;1843552;1328222;238268;252874;515329;191165;168740;1194321
09778207;Unteregg;2653491;1538177;435380;410894;1115313;154113;518747;1798323
09778209;Rammingen;3235145;1694045;595392;401066;1541100;0;848082;2320040
09778214;Westerheim;5715596;2462626;875980;583506;3252970;360336;899490;4246775
09778216;Wiedergeltingen;2470671;1534653;248470;330952;936018;60602;745845;1607575
09778217;Winterrieden;2807799;1306050;447347;394473;1501749;272580;983687;2252314
09778218;Wolfertschwenden;10809034;5075757;1108818;517505;5733277;0;2887729;10082170
09778219;Woringen;5241884;2048866;371380;236344;3193017;120418;1926781;4389687
09778221;Kettershausen;2543291;2015369;695593;501972;527922;99218;96087;1427476
09778444;Gem.fr. Geb. Unterallgäu;0;0;0;0;0;0;0;0
09779111;Alerheim;2322026;1876307;377400;262762;445719;74881;184384;1392892
09779112;Amerdingen;1787982;1211321;441930;196452;576661;38150;319746;1231773
09779115;Asbach-Bäumenheim;16644409;8329101;1881147;1554395;8315308;264000;4090064;15349565
09779117;Auhausen;2018856;1072218;223336;237633;946639;70797;503134;1320707
09779126;Buchdorf;7094456;4212454;504492;638169;2882002;92151;2201488;6330868
09779129;Daiting;2112481;1100267;286205;378152;1012214;95032;712301;1546449
09779130;Deiningen;3145127;2342762;892317;309346;802365;49782;589072;2093369
09779131;Donauwörth, GKSt;44211595;32358343;9975417;7447068;11853252;2994926;7623071;38546693
09779136;Ederheim;3714690;1200651;249030;180871;2514039;37907;1304932;2773083
09779138;Ehingen a.Ries;2041947;883247;157478;110348;1158700;125218;478126;1356141
09779146;Forheim;2691521;601135;118192;110456;2090386;0;1119792;2285169
09779147;Fremdingen;4044857;2046519;794563;429578;1998338;4806;807030;2846724
09779148;Fünfstetten;4473539;1632247;529570;511745;2841292;0;272372;3696051
09779149;Genderkingen;2405844;1518876;485608;416587;886968;2450;230906;1751466
09779154;Hainsfarth;1978512;1651816;647844;273939;326696;137606;125547;934662
09779155;Harburg (Schwaben), St;9797713;6540174;2430716;1446020;3257539;647195;2183940;7240787
09779162;Hohenaltheim;1353507;725909;261268;131677;627599;26839;280825;883220
09779163;Holzheim;2586160;1464259;468373;330118;1121901;76964;906925;1950014
09779167;Huisheim;2818488;1694951;410214;374435;1123537;0;1054808;1932976
09779169;Kaisheim, M;8599132;5904909;1959825;2246535;2694223;622112;2067111;6171200
09779176;Maihingen;1993690;1121593;445940;195424;872096;93674;179274;1245803
09779177;Marktoffingen;3324171;1449901;520788;219159;1874270;199281;1123256;2497845
09779178;Marxheim;4467669;2458903;663116;729882;2008766;115100;1465334;2741605
09779180;Megesheim;1572923;933822;341376;164341;639100;45959;135235;804846
09779181;Mertingen;13283899;7857491;2579767;2097412;5426408;204627;4993668;12490714
09779184;Mönchsdeggingen;3049301;1530741;338568;291718;1518561;60379;1014128;2153981
09779185;Möttingen;4368318;2942919;980791;714895;1425399;42043;906933;3162088
09779186;Monheim, St;14807981;9831441;2712272;2372804;4976540;133497;4395025;12394338
09779187;Münster;2597773;1515942;441660;355644;1081830;4300;683485;1900847
09779188;Munningen;3480789;1976584;678066;300245;1504205;135215;1344983;2293058
09779192;Niederschönenfeld;3958502;1567775;469529;395365;2390727;45125;1525540;2915161
