GENESIS-Tabelle: 33111-01-01-5-B
Bodenfläche nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;;
- Stichtag 31.12. - regionale Ebenen;;;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;;
31.12.2015;;;;;;;;;;;;;;;;;;;;
;;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche
;;;Siedlungs- und Verkehrsfläche;Gebäude- und Freifläche;Gebäude- und Freifläche;Gebäude- und Freifläche;Betriebsfläche (ohne Abbauland);Erholungsfläche;Erholungsfläche;Friedhofsfläche;Verkehrsfläche;Verkehrsfläche;Landwirtschaftsfläche;Landwirtschaftsfläche;Landwirtschaftsfläche;Waldfläche;Wasserfläche;Abbauland;Flächen anderer Nutzung (ohne Friedhofsfläche);Flächen anderer Nutzung (ohne Friedhofsfläche)
;;;;Insgesamt;Wohnen;Gewerbe, Industrie;;Insgesamt;Grünanlage;;Insgesamt;Straße, Weg, Platz;Insgesamt;Moor;Heide;;;;Insgesamt;Unland
;;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha
0733203004;Bissersheim;257;34;15;10;0;0;4;4;0;14;14;218;0;0;5;1;0;0;0
0733203006;Bockenheim an der Weinstraße;1124;219;58;38;3;74;12;11;1;74;67;874;0;0;27;4;0;1;1
0733203010;Dirmstein;1467;190;84;47;3;0;25;16;2;79;72;1255;0;0;13;9;0;1;0
0733203012;Ebertsheim;529;91;34;23;3;1;17;13;1;38;29;387;0;0;36;8;6;2;1
0733203021;Gerolsheim;481;98;48;29;1;0;8;7;1;41;35;370;0;0;9;4;0;0;0
0733203023;Großkarlbach;526;81;33;20;1;0;9;8;1;39;38;436;0;0;5;4;0;0;0
0733203029;Kindenheim;896;90;32;19;0;2;9;8;1;46;44;793;0;0;8;2;0;3;1
0733203030;Kirchheim an der Weinstraße;898;156;65;33;19;6;12;11;1;73;51;483;0;0;258;1;0;0;0
0733203031;Kleinkarlbach;270;50;25;15;6;0;6;5;0;18;16;212;0;0;5;2;0;1;0
0733203033;Laumersheim;486;81;28;16;2;0;7;7;1;45;38;380;0;0;21;3;0;0;0
0733203036;Mertesheim;220;28;12;8;0;1;2;2;0;13;8;154;0;0;32;1;0;6;6
0733203038;Neuleiningen;907;92;27;13;3;1;7;5;0;57;44;339;0;0;459;3;14;1;0
0733203040;Obersülzen;352;48;21;12;1;2;8;6;0;17;17;293;0;0;8;3;0;0;0
0733203041;Obrigheim (Pfalz);1081;222;109;49;37;1;26;20;1;85;65;834;0;0;18;7;0;1;0
0733203042;Quirnheim;445;68;21;11;1;0;7;6;0;40;24;364;0;0;7;2;4;1;0
0733204;Hettenleidelheim, Verbandsgem.;4031;700;332;231;13;12;92;80;5;259;205;1218;0;0;2088;19;0;6;1
0733204001;Altleiningen;1147;123;58;40;4;1;19;17;1;44;34;225;0;0;794;5;0;0;0
0733204007;Carlsberg;703;193;121;93;2;1;39;34;1;30;29;109;0;0;399;1;0;0;0
0733204027;Hettenleidelheim;507;144;79;48;5;5;15;12;2;43;34;262;0;0;94;5;0;2;0
0733204044;Tiefenthal, Pfalz;421;58;25;14;2;2;6;5;0;25;21;341;0;0;18;3;0;0;0
0733204047;Wattenheim;1253;182;49;35;1;2;13;12;1;117;86;280;0;0;783;4;0;3;0
0733205;Lambrecht (Pfalz), Verbandsgem.;12915;706;328;222;35;16;88;73;6;268;197;287;0;0;11888;31;0;3;2
0733205014;Elmstein;7568;216;78;53;5;4;23;20;1;109;91;116;0;0;7220;16;0;0;0
0733205016;Esthal;1549;91;37;28;3;3;11;10;1;38;26;77;0;0;1376;4;0;1;0
0733205018;Frankeneck;476;34;21;15;2;1;5;4;0;7;6;4;0;0;437;1;0;0;0
0733205032;Lambrecht (Pfalz);830;149;90;55;13;5;15;11;1;39;26;23;0;0;655;3;0;0;0
0733205034;Lindenberg, Pfalz;379;53;29;19;4;1;7;7;1;15;10;10;0;0;314;1;0;0;0
0733205037;Neidenfels;664;52;23;14;4;0;8;7;0;20;9;3;0;0;608;1;0;1;1
0733205048;Weidenthal;1449;112;49;37;3;3;19;14;1;40;29;54;0;0;1278;4;0;1;1
0733206;Wachenheim an der Weinstraße, Verbandsgem.;4201;670;261;154;6;10;190;180;5;204;174;1809;0;0;1683;23;5;12;1
0733206013;Ellerstadt;634;126;54;35;2;7;12;11;1;52;39;415;0;0;78;6;5;3;0
0733206020;Friedelsheim;416;79;48;26;1;2;7;5;1;22;20;334;0;0;1;1;0;1;0
0733206022;Gönnheim;654;80;37;24;0;1;6;4;1;36;34;562;0;0;7;3;0;2;0
0733206046;Wachenheim an der Weinstraße;2497;384;122;70;3;1;165;160;3;93;81;497;0;0;1597;14;0;5;0
0733301;Alsenz-Obermoschel, Verbandsgem.;10298;899;228;136;9;23;89;80;8;551;476;6329;0;0;2985;68;5;12;7
0733301003;Alsenz;1288;172;46;26;4;7;19;17;2;99;77;691;0;0;400;21;0;4;3
0733301021;Finkenbach-Gersweiler;773;52;15;9;0;1;7;6;0;28;28;493;0;0;225;2;1;1;1
0733301023;Gaugrehweiler;992;61;17;10;0;0;6;5;1;38;35;601;0;0;326;4;0;0;0
0733301036;Kalkofen;183;26;6;4;0;0;3;3;0;17;15;132;0;0;24;2;0;0;0
0733301043;Mannweiler-Cölln;490;56;20;12;2;2;5;4;0;29;20;306;0;0;124;4;0;1;0
0733301049;Münsterappel;633;68;14;9;0;1;8;7;1;45;42;429;0;0;131;5;0;0;0
0733301050;Niederhausen an der Appel;546;58;10;5;0;1;4;3;0;42;39;399;0;0;83;5;0;0;0
0733301051;Niedermoschel;662;58;13;9;0;4;5;5;0;35;29;477;0;0;122;4;0;1;1
0733301053;Oberhausen an der Appel;334;27;6;4;0;0;3;3;0;16;15;282;0;0;23;1;0;0;0
0733301054;Obermoschel;1015;97;32;20;1;0;12;11;1;52;47;518;0;0;394;4;0;2;1
0733301055;Oberndorf, Pfalz;280;39;10;6;0;1;3;3;0;25;17;203;0;0;31;6;0;2;0
0733301067;Schiersfeld;707;38;9;6;0;0;5;5;1;24;22;466;0;0;200;2;0;0;0
0733301072;Sitters;263;19;4;2;0;0;1;1;0;14;13;162;0;0;81;1;0;0;0
0733301078;Unkenbach;513;41;7;4;0;0;4;4;0;29;26;351;0;0;120;1;0;0;0
0733301079;Waldgrehweiler;775;42;10;6;1;4;3;3;0;24;20;511;0;0;214;3;4;0;0
0733301083;Winterborn;845;46;10;4;0;1;2;2;0;33;31;309;0;0;487;3;0;0;0
0733302;Eisenberg (Pfalz), Verbandsgem.;6369;744;343;197;59;17;73;59;5;306;213;1536;0;0;4000;33;49;6;3
0733302019;Eisenberg (Pfalz);1873;413;226;122;54;14;46;35;3;124;90;408;0;0;999;10;39;2;1
0733302038;Kerzenheim;1788;170;61;41;2;1;10;9;1;97;69;762;0;0;835;8;10;4;2
0733302060;Ramsen;2708;161;56;35;4;2;17;14;1;86;55;366;0;0;2166;14;0;0;0
0733303;Göllheim, Verbandsgem.;7953;1028;364;224;36;32;102;79;7;522;411;6155;0;0;603;58;99;10;4
0733303001;Albisheim, Pfrimm;1074;133;43;27;0;1;12;10;1;75;57;903;0;0;28;10;0;1;0
0733303006;Biedesheim;632;51;19;12;1;1;8;7;1;24;23;575;0;0;3;2;0;0;0
0733303012;Bubenheim, Pfalz;294;37;18;10;5;1;4;3;0;14;13;253;0;0;2;1;0;0;0
0733303017;Dreisen;903;136;32;20;2;0;10;7;1;94;57;742;0;0;11;13;0;0;0
0733303018;Einselthum;551;55;23;17;0;0;3;3;0;28;26;492;0;0;2;2;0;0;0
0733303026;Göllheim;1802;251;107;56;27;6;28;24;1;108;86;960;0;0;521;8;61;2;1
0733303032;Immesheim;299;25;6;3;0;0;1;1;0;17;15;270;0;0;1;3;0;0;0
0733303041;Lautersheim;372;42;18;12;0;0;4;3;0;19;16;325;0;0;3;1;0;0;0
0733303058;Ottersheim;274;34;13;9;0;0;4;2;0;17;14;235;0;0;4;1;0;0;0
0733303064;Rüssingen;484;66;16;12;1;22;6;4;0;22;20;377;0;0;1;1;38;1;0
0733303074;Standenbühl;125;28;9;5;0;0;4;2;0;15;10;89;0;0;1;4;0;4;0
0733303081;Weitersweiler;452;63;20;13;0;0;9;3;0;34;29;366;0;0;17;6;0;0;0
0733303501;Zellertal;694;107;40;29;1;0;10;9;1;55;45;568;0;0;9;8;0;1;1
0733304;Kirchheimbolanden, Verbandsgem.;14733;1622;599;319;67;53;152;125;11;806;650;7745;0;0;5169;62;106;29;16
0733304005;Bennhausen;149;14;5;4;0;0;1;1;0;7;7;128;0;0;8;0;0;0;0
0733304007;Bischheim;661;116;28;13;5;2;7;6;0;79;43;521;0;0;14;5;0;4;3
0733304010;Bolanden;1744;189;63;45;2;7;19;16;1;99;71;799;0;0;729;7;10;9;5
0733304013;Dannenfels;1579;88;34;19;0;0;13;11;1;39;36;382;0;0;1106;2;0;1;0
0733304022;Gauersheim;525;56;17;12;0;2;6;4;1;31;31;460;0;0;6;2;0;0;0
0733304031;Ilbesheim;611;77;21;11;0;13;5;5;0;37;28;532;0;0;2;0;0;0;0
0733304035;Jakobsweiler;240;21;7;4;0;0;3;3;0;11;11;209;0;0;8;0;0;1;1
0733304039;Kirchheimbolanden;2635;452;222;98;44;18;52;42;3;158;127;650;0;0;1430;8;90;4;1
0733304040;Kriegsfeld;2641;152;42;19;1;3;12;10;1;95;93;962;0;0;1517;8;0;2;1
0733304045;Marnheim;995;158;57;34;9;5;10;8;1;84;52;790;0;0;26;13;5;2;1
0733304046;Mörsfeld;525;52;15;10;0;0;4;3;0;32;29;405;0;0;63;3;0;1;1
0733304047;Morschheim;650;77;22;13;2;1;5;4;0;49;45;560;0;0;10;2;0;1;1
0733304056;Oberwiesen;161;29;15;10;0;0;3;2;0;10;10;46;0;0;82;2;0;1;1
0733304057;Orbis;568;53;20;12;0;0;3;3;0;30;26;347;0;0;164;3;0;1;1
0733304062;Rittersheim;395;30;7;4;0;0;3;3;0;19;16;362;0;0;2;1;0;0;0
0733304076;Stetten, Pfalz;654;58;24;12;2;2;5;4;1;27;25;592;0;0;1;2;0;1;0
0733305;Rockenhausen, Verbandsgem.;14078;1218;432;232;23;29;131;103;11;615;504;8068;0;0;4693;63;0;36;34
0733305004;Bayerfeld-Steckweiler;860;66;19;10;0;0;8;8;1;39;30;504;0;0;288;2;0;0;0
0733305008;Bisterschied;516;41;10;5;0;9;4;4;1;17;13;363;0;0;110;1;0;0;0
0733305014;Dielkirchen;810;80;22;9;0;1;13;12;1;44;33;483;0;0;244;3;0;0;0
0733305016;Dörrmoschel;288;24;10;4;0;0;2;1;0;12;10;256;0;0;8;0;0;0;0
0733305024;Gehrweiler;409;44;12;8;0;0;3;2;0;28;27;194;0;0;166;5;0;0;0
0733305025;Gerbach;732;69;25;11;0;0;17;9;0;26;21;533;0;0;128;3;0;0;0
0733305028;Gundersweiler;1044;96;20;14;1;1;7;4;0;68;63;526;0;0;408;12;0;2;2
0733305034;Imsweiler;990;93;22;11;1;1;8;5;1;62;47;578;0;0;304;12;0;3;3
0733305037;Katzenbach;606;59;24;13;0;0;11;8;0;24;20;426;0;0;118;2;0;0;0
0733305061;Ransweiler;480;36;12;7;0;0;4;4;0;20;16;374;0;0;68;2;0;0;0
0733305065;Ruppertsecken;943;42;14;8;0;0;3;2;0;24;21;308;0;0;592;2;0;0;0
0733305066;Sankt Alban;546;33;12;7;0;0;3;3;1;18;16;452;0;0;59;1;0;0;0
0733305068;Schönborn, Pfalz;260;23;10;4;0;0;2;1;0;11;8;211;0;0;27;0;0;0;0
0733305073;Stahlberg;259;14;7;5;0;0;3;2;0;5;5;55;0;0;189;0;0;0;0
0733305077;Teschenmoschel;373;21;6;4;0;0;2;2;0;12;12;291;0;0;60;1;0;0;0
0733305084;Würzweiler;232;21;7;5;0;0;4;4;0;10;9;194;0;0;16;1;0;0;0
0733305201;Rathskirchen;512;29;8;6;0;0;2;2;0;18;16;361;0;0;119;2;0;1;1
0733305202;Reichsthal;217;13;5;2;0;0;1;1;0;7;5;182;0;0;20;1;0;1;1
0733305203;Seelen;316;18;8;3;0;0;2;1;0;8;7;240;0;0;58;0;0;0;0
0733305502;Rockenhausen;3684;395;179;95;20;16;33;26;4;163;127;1538;0;0;1713;12;0;26;25
0733306;Winnweiler, Verbandsgem.;11118;1427;575;311;33;32;206;103;10;604;433;5613;0;0;3984;71;0;23;15
0733306009;Börrstadt;1508;175;37;22;1;10;20;8;1;106;63;691;0;0;632;10;0;0;0
0733306011;Breunigweiler;324;33;17;13;0;0;4;3;0;11;11;254;0;0;36;1;0;0;0
0733306020;Falkenstein, Pfalz;748;60;30;3;0;0;13;13;0;17;16;250;0;0;437;0;0;1;0
0733306027;Gonbach;293;36;20;17;0;0;2;2;0;14;13;208;0;0;48;1;0;0;0
0733306030;Höringen;1074;73;26;16;0;1;8;7;1;37;34;541;0;0;458;2;0;0;0
0733306033;Imsbach;892;129;28;20;1;0;69;9;1;31;24;300;0;0;457;6;0;0;0
0733306042;Lohnsfeld;690;111;38;22;4;2;6;4;0;65;38;501;0;0;67;8;0;3;0
0733306048;Münchweiler an der Alsenz;709;151;75;30;0;3;14;6;1;58;37;350;0;0;202;5;0;1;0
0733306069;Schweisweiler;485;47;21;7;1;0;4;4;1;21;17;261;0;0;166;2;0;9;9
0733306071;Sippersfeld;1323;79;33;28;1;1;16;8;1;28;26;417;0;0;818;8;0;1;1
0733306075;Steinbach am Donnersberg;443;58;21;16;0;0;10;9;1;26;25;361;0;0;17;6;0;0;0
0733306080;Wartenberg-Rohrbach;446;105;58;13;2;1;8;8;0;38;24;223;0;0;115;3;0;1;1
0733306503;Winnweiler;2181;370;171;104;23;13;32;24;4;151;105;1256;0;0;530;18;0;6;3
0733400007;Germersheim, verbandsfr. Gemeinde;2174;946;556;181;206;81;72;52;3;234;170;421;0;0;363;393;0;51;7
0733400501;Wörth am Rhein, verbandsfr. Gemeinde;13164;1349;724;233;369;51;116;90;6;452;347;1279;0;0;9914;590;0;32;3
0733401;Bellheim, Verbandsgem.;4355;751;361;216;25;42;80;61;5;264;236;2262;0;0;1284;51;3;4;4
0733401001;Bellheim;2044;428;211;135;21;39;39;29;2;136;112;818;0;0;780;12;3;4;3
0733401014;Knittelsheim;637;69;29;19;1;0;11;9;1;28;28;426;0;0;135;8;0;0;0
0733401023;Ottersheim bei Landau;789;106;48;30;1;2;14;12;1;41;41;548;0;0;120;15;0;0;0
0733401036;Zeiskam;885;148;73;33;1;1;16;11;1;58;54;471;0;0;249;16;0;0;0
0733402;Hagenbach, Verbandsgem.;3375;554;289;176;39;30;66;53;3;166;146;1591;0;0;857;313;35;24;6
0733402002;Berg (Pfalz);677;126;61;39;3;16;14;11;1;35;31;393;0;0;129;24;0;5;2
0733402008;Hagenbach;1585;256;140;73;33;11;30;27;2;73;61;648;0;0;494;145;34;10;3
0733402021;Neuburg am Rhein;825;124;64;48;2;3;14;9;1;42;38;422;0;0;131;137;2;9;0
0733402027;Scheibenhardt;288;49;24;16;1;0;8;5;0;16;16;129;0;0;103;7;0;0;0
0733403;Jockgrim, Verbandsgem.;4092;809;435;268;49;13;72;56;4;286;244;2214;0;0;798;227;26;18;7
0733403009;Hatzenbühl;776;143;83;51;10;1;13;10;1;45;41;477;0;0;148;7;0;0;0
0733403012;Jockgrim;1261;297;174;112;30;6;28;24;1;88;77;545;0;0;372;44;0;3;0
0733403022;Neupotz;778;96;53;30;2;3;5;3;1;35;34;416;0;0;125;107;23;11;5
0733403024;Rheinzabern;1276;272;126;76;6;3;24;18;1;118;91;776;0;0;154;68;3;3;1
0733404;Kandel, Verbandsgem.;6900;1013;470;257;35;5;101;82;4;433;365;4321;0;0;1475;86;0;6;2
0733404004;Erlenbach bei Kandel;547;81;27;15;0;0;8;6;0;46;37;349;0;0;104;11;0;2;0
0733404005;Freckenfeld;1114;133;44;30;1;0;14;11;1;74;64;804;0;0;163;13;0;1;1
0733404013;Kandel;2671;458;254;121;31;2;41;36;1;160;136;1285;0;0;890;37;0;1;0
0733404020;Minfeld;841;115;48;32;0;2;12;9;1;53;48;702;0;0;14;9;0;1;1
0733404030;Steinweiler;1188;132;56;33;2;0;13;10;1;61;52;762;0;0;282;12;0;0;0
0733404031;Vollmersweiler;218;23;10;5;0;0;2;2;0;11;10;190;0;0;3;2;0;0;0
0733404034;Winden, Pfalz;321;71;32;21;1;1;10;8;0;28;19;228;0;0;19;3;0;0;0
0733405;Lingenfeld, Verbandsgem.;6979;1207;650;257;36;12;99;71;5;441;349;3249;0;0;2252;265;0;6;3
0733405006;Freisbach;498;68;32;20;0;0;8;6;0;28;27;347;0;0;68;15;0;0;0
0733405017;Lingenfeld;1524;448;305;77;15;5;27;19;1;111;72;399;0;0;470;205;0;2;1
0733405018;Lustadt;2351;258;108;57;11;4;26;17;2;118;102;1022;0;0;1039;31;0;2;1
0733405028;Schwegenheim;1227;205;87;45;6;2;15;12;1;100;79;695;0;0;321;5;0;1;0
0733405032;Weingarten (Pfalz);667;112;57;25;0;0;15;11;0;40;34;483;0;0;69;3;0;1;1
0733405033;Westheim (Pfalz);712;116;60;32;3;0;9;7;1;45;36;304;0;0;285;7;0;1;0
0733406;Rülzheim, Verbandsgem.;5296;763;409;271;31;13;69;49;7;265;224;2360;0;0;1726;337;76;34;2
0733406011;Hördt;1846;154;74;50;2;1;14;11;2;63;61;704;0;0;852;117;6;14;0
0733406015;Kuhardt;488;110;54;36;6;5;10;9;1;39;32;279;0;0;74;24;0;0;0
0733406016;Leimersheim;1296;140;74;54;4;2;8;6;1;56;50;641;0;0;256;170;70;18;0
0733406025;Rülzheim;1666;359;207;130;19;5;37;23;3;107;80;735;0;0;543;25;0;2;2
0733501;Bruchmühlbach-Miesau, Verbandsgem.;5958;924;413;224;26;10;71;53;5;424;347;2912;16;0;2069;48;0;5;4
0733501003;Bruchmühlbach-Miesau;2686;581;307;166;23;9;46;32;4;215;159;1014;16;0;1052;37;0;3;3
0733501011;Gerhardsbrunn;1003;82;13;5;0;0;5;5;0;63;54;542;0;0;373;6;0;0;0
0733501201;Lambsborn;473;70;31;18;2;1;7;4;1;31;26;261;0;0;139;1;0;1;1
0733501202;Langwieden;703;57;11;7;0;0;2;2;0;44;41;326;0;0;318;2;0;0;0
0733501203;Martinshöhe;1093;134;50;29;1;0;11;9;1;72;66;770;0;0;186;2;0;0;0
0733502;Enkenbach-Alsenborn, Verbandsgem.;14239;1641;770;373;94;80;146;105;11;633;426;2538;0;112;9987;47;2;24;12
0733502004;Enkenbach-Alsenborn;3004;523;226;118;25;20;57;42;4;215;139;707;0;0;1753;18;0;5;4
0733502007;Fischbach;1504;112;64;17;1;0;6;5;0;42;30;221;0;0;1167;1;0;2;1
0733502010;Frankenstein;1382;84;39;19;1;1;6;5;1;37;22;23;0;0;1267;7;0;1;1
0733502015;Hochspeyer;2272;244;119;86;4;4;25;16;2;93;57;133;0;0;1889;3;0;3;3
0733502026;Mehlingen;2195;357;136;72;10;52;28;18;2;139;95;923;0;112;893;10;2;9;1
0733502028;Neuhemsbach;666;70;36;24;0;1;10;8;1;23;18;205;0;0;387;2;0;2;2
0733502048;Waldleiningen;2667;46;13;9;0;1;3;2;0;30;29;78;0;0;2539;3;0;1;1
0733502205;Sembach;550;204;137;26;52;2;11;8;1;54;35;249;0;0;92;2;0;2;1
0733503;Hochspeyer, Verbandsgem.;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0733503007;Fischbach, Kr Kaiserslautern;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0733503010;Frankenstein, Pfalz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0733503015;Hochspeyer;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0733503048;Waldleiningen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0733504;Kaiserslautern-Süd, Verbandsgem.;9421;801;343;250;8;9;106;80;6;337;285;1388;0;0;7165;54;7;6;3
0733504021;Krickenbach;1002;75;34;26;1;0;9;7;0;31;27;253;0;0;661;5;6;1;1
0733504023;Linden, Pfalz;510;60;29;21;1;1;7;6;1;22;19;167;0;0;280;2;0;1;0
0733504037;Queidersbach;1478;174;77;58;2;3;23;18;2;70;52;389;0;0;911;3;0;1;1
0733504045;Stelzenberg;923;97;44;39;0;0;12;11;1;40;36;105;0;0;704;16;0;0;0
0733504047;Trippstadt;4374;274;113;73;1;2;43;30;1;114;113;354;0;0;3722;21;0;3;1
0733504204;Schopp;1136;121;46;34;3;2;12;8;1;60;38;120;0;0;887;7;0;1;0
0733505;Landstuhl, Verbandsgem.;5613;1147;588;287;67;16;82;64;6;455;322;1458;0;0;2969;21;4;13;5
0733505002;Bann;1294;161;72;53;2;3;16;13;1;69;53;350;0;0;775;4;2;2;1
0733505012;Hauptstuhl;500;85;40;29;3;1;7;6;1;37;24;121;0;0;290;1;0;3;1
0733505018;Kindsbach;880;185;100;59;26;8;15;13;1;61;45;82;0;0;603;10;0;1;1
0733505022;Landstuhl, Sickingenstadt;1533;552;316;117;36;3;32;23;3;199;133;156;0;0;816;3;0;6;1
0733505027;Mittelbrunn;897;102;36;16;0;1;7;6;0;58;47;444;0;0;346;3;0;2;0
0733505031;Oberarnbach;508;62;25;12;0;0;5;4;0;31;20;305;0;0;139;1;2;0;0
0733506;Otterbach, Verbandsgem.;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0733506009;Frankelbach;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0733506014;Hirschhorn/Pfalz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0733506017;Katzweiler;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0733506025;Mehlbach;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0733506033;Olsbrücken;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0733506034;Otterbach;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0733506046;Sulzbachtal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0733507;Otterberg, Verbandsgem.;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0733507013;Heiligenmoschel;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0733507029;Niederkirchen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0733507035;Otterberg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0733507041;Schallodenbach;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0733507042;Schneckenhausen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0733508;Ramstein-Miesenbach, Verbandsgem.;9262;2490;1104;403;91;29;168;82;11;1178;579;3946;0;0;2715;60;13;40;27
0733508016;Hütschenhausen;1803;299;146;102;3;1;20;15;2;129;115;1221;0;0;250;12;13;9;6
0733508020;Kottweiler-Schwanden;761;87;45;34;2;1;11;9;1;29;29;405;0;0;267;1;0;1;1
0733508030;Niedermohr;1213;164;58;43;1;5;11;10;2;89;58;782;0;0;248;7;0;12;12
0733508038;Ramstein-Miesenbach;4302;1756;770;164;79;21;107;32;4;855;317;823;0;0;1687;26;0;9;2
0733508044;Steinwenden;1183;184;85;61;7;1;20;16;2;76;60;714;0;0;263;14;0;8;7
0733509;Weilerbach, Verbandsgem.;7197;1158;557;359;21;25;173;75;6;398;343;3268;0;0;2707;39;0;25;22
0733509005;Erzenhausen;563;56;31;24;0;0;5;4;0;20;20;290;0;0;214;2;0;0;0
0733509006;Eulenbis;397;44;19;14;1;1;3;3;0;21;17;212;0;0;135;5;0;1;1
0733509019;Kollweiler;557;65;22;17;0;0;3;3;0;40;37;354;0;0;132;6;0;1;0
0733509024;Mackenbach;353;198;70;58;1;1;93;15;1;34;25;79;0;0;73;1;0;1;0
0733509040;Rodenbach, Kr Kaiserslautern;1374;267;146;67;10;16;24;14;1;80;66;377;0;0;712;7;0;11;10
0733509043;Schwedelbach;840;100;48;36;1;0;11;9;0;41;33;448;0;0;282;2;0;8;7
0733509049;Weilerbach;1600;287;164;101;7;5;19;14;1;97;82;527;0;0;779;7;0;1;1
0733509501;Reichenbach-Steegen;1512;140;56;42;1;1;17;14;1;65;63;981;0;0;381;8;0;2;2
0733510;Otterbach-Otterberg;12298;1259;568;392;12;28;145;111;10;508;461;6418;0;0;4520;68;3;29;24
0733510009;Frankelbach;529;36;15;9;1;0;4;4;0;17;14;195;0;0;295;3;0;0;0
0733510013;Heiligenmoschel;868;58;24;15;0;0;5;4;0;29;29;571;0;0;236;2;0;2;1
0733510014;Hirschhorn/Pfalz;332;44;21;17;0;0;5;4;1;17;12;223;0;0;63;1;0;1;1
0733510017;Katzweiler;942;132;57;38;2;6;15;9;1;54;47;632;0;0;165;11;0;2;2
0733510025;Mehlbach;902;73;37;29;0;1;7;7;1;27;26;366;0;0;459;2;1;0;0
0733510029;Niederkirchen;2385;231;82;48;1;3;22;16;1;121;114;1715;0;0;409;23;0;8;8
0733510033;Olsbrücken;722;69;31;23;0;1;7;5;1;29;27;380;0;0;266;5;0;2;2
0733510034;Otterbach;620;173;99;72;1;4;21;14;2;47;38;308;0;0;129;6;0;2;1
0733510035;Otterberg, Stadt;3210;288;144;97;7;11;36;29;2;96;90;696;0;0;2208;9;0;9;6
0733510041;Schallodenbach;746;68;26;18;0;0;10;7;1;31;29;654;0;0;20;2;0;2;2
0733510042;Schneckenhausen;372;43;18;13;0;0;7;6;0;19;16;316;0;0;12;0;0;0;0
0733510046;Sulzbachtal;671;43;16;12;0;0;5;5;0;22;19;363;0;0;257;4;2;1;1
0733601;Altenglan, Verbandsgem.;8079;954;341;224;21;76;140;120;8;390;313;3369;0;0;3632;59;29;35;35
0733601003;Altenglan;1361;252;93;57;8;31;36;30;2;90;70;542;0;0;545;14;8;1;1
0733601009;Bosenbach;815;70;23;15;0;1;11;10;1;34;29;346;0;0;395;3;0;1;1
0733601021;Elzweiler;209;11;4;3;0;0;2;2;0;5;5;72;0;0;126;0;0;0;0
0733601022;Erdesbach;393;40;17;12;0;0;7;6;0;15;12;134;0;0;215;5;0;0;0
0733601025;Föckelberg;397;50;13;10;0;1;19;19;0;17;15;162;0;0;184;0;0;0;0
0733601046;Horschbach;705;47;11;6;0;8;4;4;0;24;19;409;0;0;247;1;0;1;1
0733601066;Neunkirchen am Potzberg;501;45;18;12;0;0;5;4;0;22;18;275;0;0;180;1;0;0;0
0733601067;Niederalben;881;38;14;11;0;0;3;3;0;21;14;143;0;0;669;5;0;27;26
0733601068;Niederstaufenbach;201;21;10;8;0;0;3;3;0;8;7;116;0;0;62;2;0;0;0
0733601071;Oberstaufenbach;268;40;17;13;0;0;2;2;0;21;20;165;0;0;54;5;0;5;5
0733601079;Rammelsbach;264;98;49;28;7;12;17;14;1;20;16;114;0;0;27;3;22;1;1
0733601081;Rathsweiler;423;30;7;3;1;0;2;1;0;21;17;162;0;0;226;4;0;0;0
0733601089;Rutsweiler am Glan;159;21;11;9;0;0;3;3;0;7;7;41;0;0;97;0;0;0;0
0733601099;Ulmet;710;86;22;14;1;1;12;9;0;51;39;353;0;0;258;13;0;0;0
