GENESIS-Tabelle: 13111-02-02-5-B
Sozialversicherungspflichtig Beschäftigte am Wohnort;;;;;;;
nach Geschlecht und Nationalität - Stichtag 30.06. -;;;;;;;
regionale Ebenen;;;;;;;
Sozialversicherungspflichtig Beschäftigte;;;;;;;
Sozialversicherungspfl. Beschäftigte (Wohnort) (Anzahl);;;;;;;
30.06.2015;;;;;;;
;;Nationalität;Nationalität;Nationalität;Nationalität;Nationalität;Nationalität
;;Insgesamt;Insgesamt;Insgesamt;Ausländer(innen);Ausländer(innen);Ausländer(innen)
;;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht
;;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich
16061011;Bockelnhagen;-;-;-;-;-;-
16061012;Bodenrode-Westhausen;525;268;257;.;.;.
16061014;Bornhagen;123;68;55;-;-;-
16061015;Brehme;480;256;224;-;-;-
16061017;Breitenworbis;1382;761;621;12;9;3
16061018;Büttstedt;400;218;182;.;-;.
16061019;Buhla;192;107;85;-;-;-
16061021;Burgwalde;108;60;48;-;-;-
16061022;Deuna;532;296;236;.;.;.
16061023;Dieterode;40;25;15;-;-;-
16061024;Dietzenrode/Vatterode;53;30;23;-;-;-
16061025;Dingelstädt, Stadt;1757;941;816;10;4;6
16061026;Ecklingerode;323;170;153;-;-;-
16061027;Effelder;554;301;253;.;.;.
16061028;Eichstruth;36;19;17;-;-;-
16061031;Ferna;237;124;113;-;-;-
16061032;Freienhagen;126;68;58;-;-;-
16061033;Fretterode;77;44;33;-;-;-
16061034;Geisleden;413;228;185;.;.;-
16061035;Geismar;489;272;217;.;-;.
16061036;Gerbershausen;286;150;136;.;.;-
16061037;Gernrode;674;376;298;-;-;-
16061038;Gerterode;158;94;64;-;-;-
16061039;Glasehausen;74;38;36;-;-;-
16061041;Großbartloff;386;230;156;.;.;-
16061042;Großbodungen;-;-;-;-;-;-
16061043;Hausen;195;99;96;.;-;.
16061044;Haynrode;288;168;120;-;-;-
16061045;Heilbad Heiligenstadt, Stadt;6443;3501;2942;237;159;78
16061046;Helmsdorf;220;108;112;-;-;-
16061047;Heuthen;313;161;152;.;.;-
16061048;Hohengandern;262;140;122;.;-;.
16061049;Hohes Kreuz;611;335;276;.;.;.
16061051;Holungen;-;-;-;-;-;-
16061052;Hundeshagen;476;252;224;.;.;.
16061053;Jützenbach;-;-;-;-;-;-
16061054;Kallmerode;254;130;124;-;-;-
16061055;Kefferhausen;305;167;138;-;-;-
16061056;Kella;202;109;93;-;-;-
16061057;Kirchgandern;272;138;134;.;.;-
16061058;Kirchworbis;560;294;266;.;.;.
16061059;Kleinbartloff;172;87;85;-;-;-
16061061;Kreuzebra;329;186;143;.;.;.
16061062;Krombach;74;42;32;-;-;-
16061063;Küllstedt;569;290;279;.;.;.
16061065;Lenterode;151;72;79;-;-;-
16061066;Lindewerra;90;47;43;-;-;-
16061067;Lutter;305;179;126;-;-;-
16061068;Mackenrode;150;81;69;-;-;-
16061069;Marth;136;79;57;-;-;-
16061073;Neustadt;-;-;-;-;-;-
16061074;Niederorschel;1292;714;578;.;.;.
16061075;Pfaffschwende;138;76;62;.;.;.
16061076;Reinholterode;351;193;158;.;.;.
16061077;Röhrig;108;59;49;.;-;.
16061078;Rohrberg;118;66;52;-;-;-
16061082;Rustenfelde;232;126;106;.;.;-
16061083;Schachtebich;108;50;58;-;-;-
16061084;Schönhagen;73;42;31;-;-;-
16061085;Schwobfeld;45;25;20;-;-;-
16061086;Sickerode;66;37;29;-;-;-
16061087;Silberhausen;259;144;115;.;-;.
16061088;Silkerode;-;-;-;-;-;-
16061089;Steinbach;220;125;95;.;-;.
16061091;Steinheuterode;121;66;55;.;.;-
16061092;Steinrode;-;-;-;-;-;-
16061093;Stöckey;-;-;-;-;-;-
16061094;Tastungen;104;55;49;-;-;-
16061096;Thalwenden;160;84;76;.;.;.
16061097;Uder;1081;567;514;.;.;.
16061098;Volkerode;108;52;56;-;-;-
16061099;Vollenborn;-;-;-;-;-;-
16061101;Wachstedt;195;100;95;.;.;.
16061102;Wahlhausen;120;63;57;.;.;-
16061103;Wehnde;170;87;83;.;-;.
16061104;Weißenborn-Lüderode;-;-;-;-;-;-
16061105;Wiesenfeld;118;65;53;.;.;-
16061107;Wingerode;521;280;241;.;.;.
16061111;Wüstheuterode;271;139;132;.;-;.
16061112;Zwinge;-;-;-;-;-;-
16061113;Schimberg;932;512;420;6;3;3
16061114;Teistungen;1135;618;517;10;5;5
16061115;Leinefelde-Worbis, Stadt;7181;3903;3278;131;96;35
16061116;Am Ohmberg;1530;831;699;12;12;-
16061117;Sonnenstein;2071;1149;922;.;.;-
16062001;Auleben;-;-;-;-;-;-
16062002;Bleicherode, Stadt;2241;1200;1041;19;15;4
16062004;Buchholz;96;55;41;-;-;-
16062005;Ellrich, Stadt;2154;1106;1048;15;6;9
16062006;Etzelsrode;40;23;17;-;-;-
16062007;Friedrichsthal;98;56;42;-;-;-
16062008;Görsbach;438;246;192;.;.;-
16062009;Großlohra;410;226;184;.;.;.
16062014;Hainrode/Hainleite;129;63;66;.;-;.
16062015;Hamma;-;-;-;-;-;-
16062016;Harzungen;117;63;54;-;-;-
16062017;Heringen/Helme, Stadt;-;-;-;-;-;-
16062018;Herrmannsacker;162;93;69;.;.;-
16062022;Ilfeld;-;-;-;-;-;-
16062024;Kehmstedt;198;108;90;-;-;-
16062025;Kleinbodungen;141;74;67;.;-;.
16062026;Kleinfurra;477;270;207;.;-;.
16062029;Kraja;128;77;51;-;-;-
16062033;Lipprechterode;210;122;88;-;-;-
16062036;Neustadt/Harz;421;229;192;8;5;3
16062037;Niedergebra;289;156;133;.;.;-
16062038;Niedersachswerfen;-;-;-;-;-;-
16062039;Nohra;371;213;158;.;.;-
16062041;Nordhausen, Stadt;14813;7746;7067;373;237;136
16062046;Rehungen;-;-;-;-;-;-
16062049;Sollstedt;1056;595;461;.;.;.
16062054;Urbach;429;232;197;.;.;-
16062055;Uthleben;-;-;-;-;-;-
16062057;Windehausen;-;-;-;-;-;-
16062058;Wipperdorf;590;329;261;.;-;.
16062059;Wolkramshausen;396;224;172;.;.;.
16062062;Hohenstein;985;547;438;.;.;.
16062063;Werther;1435;760;675;.;.;.
16062064;Heringen/Helme, Stadt;1919;1058;861;9;6;3
16062065;Harztor;2236;1176;1060;27;7;20
16063001;Andenhausen;-;-;-;-;-;-
16063002;Bad Liebenstein, Stadt;-;-;-;-;-;-
16063003;Bad Salzungen, Stadt;6024;3199;2825;350;207;143
16063004;Barchfeld-Immelborn;2060;1058;1002;15;11;4
16063006;Berka v. d. Hainich;352;188;164;.;.;-
16063007;Berka/Werra, Stadt;1964;1075;889;18;9;9
16063008;Bischofroda;331;175;156;-;-;-
16063009;Brunnhartshausen;183;100;83;-;-;-
16063011;Buttlar;627;363;264;.;.;.
16063013;Creuzburg, Stadt;1030;552;478;.;.;.
16063014;Dankmarshausen;420;240;180;8;3;5
16063015;Dermbach;1320;681;639;16;9;7
16063016;Diedorf/Rhön;152;98;54;-;-;-
16063017;Dippach;510;298;212;9;5;4
16063018;Dorndorf;-;-;-;-;-;-
16063019;Ebenshausen;150;85;65;.;-;.
16063023;Empfertshausen;228;124;104;.;-;.
16063024;Ettenhausen a.d. Suhl;169;86;83;.;-;.
16063026;Fischbach/Rhön;-;-;-;-;-;-
16063028;Frankenroda;151;80;71;-;-;-
16063029;Frauensee;382;204;178;.;.;.
16063032;Geisa, Stadt;2074;1178;896;22;19;3
16063033;Gerstengrund;35;20;15;-;-;-
16063036;Großensee;75;37;38;.;.;-
16063037;Hallungen;81;43;38;-;-;-
16063039;Ifta;501;276;225;.;.;.
16063041;Immelborn;-;-;-;-;-;-
16063043;Kaltenlengsfeld;-;-;-;-;-;-
16063044;Kaltennordheim, Stadt;-;-;-;-;-;-
16063045;Klings;-;-;-;-;-;-
16063046;Krauthausen;819;442;377;6;3;3
16063049;Lauterbach;313;173;140;.;-;.
16063051;Leimbach;715;384;331;.;.;.
16063052;Marksuhl;1323;733;590;7;4;3
16063053;Martinroda;-;-;-;-;-;-
16063054;Merkers-Kieselbach;-;-;-;-;-;-
16063055;Mihla;911;505;406;12;12;-
16063058;Nazza;237;127;110;-;-;-
16063059;Neidhartshausen;142;83;59;-;-;-
16063062;Oechsen;281;140;141;.;.;.
16063066;Ruhla, Stadt;2336;1224;1112;12;5;7
16063068;Schleid;485;290;195;.;.;.
16063069;Schweina;-;-;-;-;-;-
16063071;Seebach;741;395;346;10;7;3
16063072;Stadtlengsfeld, Stadt;1002;547;455;-;-;-
16063073;Steinbach;-;-;-;-;-;-
16063075;Tiefenort;1700;946;754;.;.;.
16063076;Treffurt, Stadt;2152;1174;978;.;.;.
16063078;Unterbreizbach;1570;906;664;10;7;3
16063081;Urnshausen;307;170;137;.;-;.
16063082;Vacha, Stadt;2268;1247;1021;11;5;6
16063083;Völkershausen;-;-;-;-;-;-
16063084;Weilar;336;189;147;.;.;.
16063086;Wiesenthal;370;212;158;.;.;.
16063087;Wölferbütt;-;-;-;-;-;-
16063089;Wolfsburg-Unkeroda;274;134;140;-;-;-
16063092;Wutha-Farnroda;2571;1388;1183;42;29;13
16063093;Zella/Rhön;197;113;84;-;-;-
16063094;Moorgrund;1547;780;767;20;5;15
16063097;Gerstungen;2591;1429;1162;38;30;8
16063098;Hörselberg-Hainich;2857;1528;1329;32;18;14
16063099;Bad Liebenstein, Stadt;3133;1582;1551;61;28;33
16063101;Krayenberggemeinde;2197;1201;996;17;10;7
16063102;Kaltennordheim, Stadt;1414;787;627;.;.;.
16064001;Altengottern;475;262;213;.;.;.
16064003;Bad Langensalza, Stadt;6823;3625;3198;101;67;34
16064004;Bad Tennstedt, Stadt;940;499;441;28;11;17
16064005;Ballhausen;367;205;162;.;.;-
16064007;Blankenburg;67;36;31;-;-;-
16064008;Bothenheilingen;198;108;90;.;.;-
16064009;Bruchstedt;99;49;50;-;-;-
16064014;Dünwald;992;523;469;3;3;-
16064017;Flarchheim;191;103;88;-;-;-
16064018;Großengottern;901;475;426;.;.;.
16064019;Großvargula;306;161;145;.;.;-
16064021;Haussömmern;101;58;43;-;-;-
16064022;Herbsleben;1276;661;615;.;-;.
16064023;Heroldishausen;82;45;37;-;-;-
16064024;Heyerode;-;-;-;-;-;-
16064025;Hildebrandshausen;-;-;-;-;-;-
16064027;Hornsömmern;72;46;26;-;-;-
16064029;Issersheilingen;60;26;34;-;-;-
16064032;Kammerforst;324;171;153;-;-;-
16064033;Kirchheilingen;358;190;168;7;3;4
16064035;Kleinwelsbach;65;38;27;-;-;-
16064036;Klettstedt;96;50;46;-;-;-
16064037;Körner;725;392;333;.;.;.
16064038;Kutzleben;246;135;111;-;-;-
16064039;Langula;-;-;-;-;-;-
16064042;Lengenfeld unterm Stein;-;-;-;-;-;-
16064043;Marolterode;149;86;63;-;-;-
16064045;Mittelsömmern;83;44;39;.;.;-
16064046;Mühlhausen/Thüringen, Stadt;11858;6152;5706;217;139;78
16064047;Mülverstedt;301;164;137;.;-;.
16064048;Neunheilingen;194;105;89;-;-;-
16064049;Niederdorla;-;-;-;-;-;-
16064051;Oberdorla;-;-;-;-;-;-
16064052;Obermehler;323;186;137;.;.;.
16064053;Oppershausen;130;71;59;-;-;-
16064055;Rodeberg;919;496;423;.;.;-
16064057;Schlotheim, Stadt;1354;741;613;12;8;4
16064058;Schönstedt;550;311;239;.;.;.
16064061;Sundhausen;170;96;74;-;-;-
16064062;Tottleben;60;38;22;-;-;-
16064064;Urleben;183;107;76;3;3;-
16064065;Weberstedt;244;138;106;4;4;-
16064066;Weinbergen;1341;732;609;.;.;.
16064069;Katharinenberg;-;-;-;-;-;-
16064071;Unstruttal;1344;689;655;.;.;.
16064072;Menteroda;782;434;348;6;3;3
16064073;Anrode;1424;782;642;6;3;3
16064074;Südeichsfeld;2823;1526;1297;8;4;4
16064075;Vogtei;1829;965;864;44;23;21
16065001;Abtsbessingen;217;126;91;.;.;.
16065002;Artern/Unstrut, Stadt;1806;983;823;.;.;.
16065003;Bad Frankenhausen/Kyffhäuser, Stadt;3061;1581;1480;57;40;17
16065004;Badra;-;-;-;-;-;-
16065005;Bellstedt;79;44;35;-;-;-
16065006;Bendeleben;-;-;-;-;-;-
16065008;Borxleben;114;62;52;-;-;-
16065011;Bretleben;219;121;98;-;-;-
16065012;Clingen, Stadt;424;227;197;-;-;-
16065013;Donndorf;272;152;120;3;3;-
16065014;Ebeleben, Stadt;1045;586;459;16;13;3
16065016;Etzleben;101;61;40;-;-;-
16065018;Freienbessingen;71;35;36;-;-;-
16065019;Gehofen;262;144;118;-;-;-
16065021;Göllingen;-;-;-;-;-;-
16065022;Gorsleben;200;115;85;.;.;.
16065023;Greußen, Stadt;1312;726;586;27;15;12
16065027;Günserode;-;-;-;-;-;-
16065029;Hachelbich;-;-;-;-;-;-
16065031;Hauteroda;214;119;95;-;-;-
16065032;Helbedündorf;956;548;408;12;7;5
16065033;Heldrungen, Stadt;777;433;344;9;6;3
16065034;Hemleben;86;46;40;-;-;-
16065035;Heygendorf;204;128;76;-;-;-
16065038;Holzsußra;116;62;54;.;-;.
16065039;Ichstedt;250;131;119;-;-;-
16065042;Kalbsrieth;260;138;122;-;-;-
16065046;Mönchpfiffel-Nikolausrieth;146;85;61;.;.;-
16065047;Nausitz;78;47;31;-;-;-
16065048;Niederbösa;49;27;22;-;-;-
16065051;Oberbösa;147;82;65;-;-;-
16065052;Oberheldrungen;286;163;123;.;.;-
16065054;Oldisleben;749;410;339;.;-;.
16065056;Reinsdorf;262;145;117;-;-;-
16065057;Ringleben;333;186;147;.;.;.
16065058;Rockstedt;101;59;42;.;.;-
16065061;Roßleben, Stadt;1678;925;753;10;6;4
16065062;Rottleben;-;-;-;-;-;-
16065066;Seega;-;-;-;-;-;-
16065067;Sondershausen, Stadt;8273;4350;3923;149;96;53
16065068;Steinthaleben;-;-;-;-;-;-
16065072;Thüringenhausen;43;28;15;-;-;-
16065074;Topfstedt;267;137;130;.;.;.
16065075;Trebra;122;73;49;-;-;-
16065076;Voigtstedt;295;162;133;.;.;.
16065077;Wasserthaleben;163;86;77;.;.;.
16065079;Westgreußen;177;92;85;-;-;-
16065081;Wiehe, Stadt;673;361;312;.;.;.
16065082;Wolferschwenda;53;29;24;.;-;.
16065084;Großenehrich, Stadt;1029;576;453;7;4;3
16065085;Kyffhäuserland;1596;891;705;.;.;.
16066001;Altersbach;207;105;102;-;-;-
16066002;Aschenhausen;74;39;35;-;-;-
16066003;Bauerbach;-;-;-;-;-;-
16066005;Belrieth;160;82;78;.;.;-
16066006;Benshausen;934;505;429;.;.;.
16066008;Bermbach;220;122;98;.;-;.
16066012;Birx;78;42;36;-;-;-
16066013;Breitungen/Werra;2049;1090;959;20;9;11
16066014;Brotterode, Kurort, Stadt;-;-;-;-;-;-
16066015;Christes;249;123;126;-;-;-
16066016;Dillstädt;331;174;157;-;-;-
16066017;Einhausen;183;91;92;-;-;-
16066018;Ellingshausen;120;64;56;-;-;-
16066019;Erbenhausen;262;150;112;.;.;.
16066022;Fambach;937;468;469;.;.;.
16066023;Floh-Seligenthal;2571;1326;1245;19;11;8
16066024;Frankenheim/Rhön;491;297;194;-;-;-
16066025;Friedelshausen;127;75;52;.;-;.
16066028;Henneberg;259;136;123;.;-;.
16066031;Herpf;-;-;-;-;-;-
16066033;Hümpfershausen;185;94;91;-;-;-
16066035;Kaltensundheim;355;191;164;-;-;-
16066036;Kaltenwestheim;409;242;167;.;.;-
16066038;Kühndorf;376;197;179;-;-;-
16066039;Leutersdorf;114;54;60;-;-;-
16066041;Mehmels;152;82;70;-;-;-
16066042;Meiningen, Stadt;8036;4150;3886;238;133;105
16066043;Melpers;45;24;21;-;-;-
16066044;Metzels;305;156;149;.;.;-
16066045;Neubrunn;256;141;115;.;-;.
16066047;Oberhof, Stadt;666;315;351;106;59;47
16066048;Oberkatz;111;62;49;-;-;-
16066049;Obermaßfeld-Grimmenthal;515;273;242;9;6;3
16066051;Oberschönau, Kurort;338;187;151;19;19;-
16066052;Oberweid;209;114;95;-;-;-
16066053;Oepfershausen;230;127;103;-;-;-
16066056;Rippershausen;418;226;192;.;.;.
16066057;Ritschenhausen;168;94;74;.;.;.
16066058;Rohr;447;233;214;14;8;6
16066059;Rosa;311;174;137;-;-;-
16066061;Roßdorf;286;166;120;-;-;-
16066062;Rotterode;298;146;152;-;-;-
16066063;Schmalkalden, Kurort, Stadt;7555;3948;3607;219;122;97
16066064;Schwallungen;1045;570;475;-;-;-
16066065;Schwarza;530;268;262;11;7;4
16066067;Springstille;253;129;124;.;.;.
16066069;Steinbach-Hallenberg, Kurort, Stadt;1996;1047;949;25;21;4
16066071;Stepfershausen;284;140;144;.;.;-
16066073;Sülzfeld;381;188;193;.;.;.
16066074;Brotterode-Trusetal, Stadt;2676;1403;1273;30;18;12
16066075;Unterkatz;138;73;65;-;-;-
16066076;Untermaßfeld;483;249;234;6;3;3
16066077;Unterschönau;205;101;104;-;-;-
16066078;Unterweid;185;95;90;-;-;-
16066079;Utendorf;229;121;108;.;-;.
16066081;Vachdorf;329;175;154;.;.;-
16066082;Viernau;814;398;416;.;-;.
16066083;Wahns;164;84;80;.;.;-
16066084;Wallbach;166;88;78;-;-;-
16066085;Walldorf;941;486;455;13;7;6
16066086;Wasungen, Stadt;1404;736;668;.;.;.
16066088;Wölfershausen;146;82;64;.;-;.
16066092;Zella-Mehlis, Stadt;4102;2073;2029;79;58;21
16066093;Rhönblick;1241;653;588;.;.;.
16066094;Grabfeld;2458;1312;1146;.;.;.
16067001;Apfelstädt;-;-;-;-;-;-
16067002;Aspach;-;-;-;-;-;-
16067003;Ballstädt;304;154;150;.;-;.
16067004;Bienstädt;308;160;148;.;.;.
16067005;Brüheim;211;118;93;-;-;-
16067006;Bufleben;483;245;238;-;-;-
16067008;Crawinkel;637;343;294;.;.;.
16067009;Dachwig;711;372;339;.;.;.
16067011;Döllstädt;458;221;237;.;.;-
16067012;Ebenheim;-;-;-;-;-;-
16067013;Emleben;326;159;167;.;-;.
16067016;Eschenbergen;333;176;157;-;-;-
16067019;Friedrichroda, Stadt;2979;1573;1406;211;123;88
16067021;Friedrichswerth;221;126;95;-;-;-
16067022;Friemar;480;264;216;.;.;.
16067023;Fröttstädt;-;-;-;-;-;-
16067024;Gamstädt;-;-;-;-;-;-
16067025;Georgenthal/Thür. Wald;1005;547;458;52;34;18
16067026;Gierstädt;471;252;219;75;47;28
16067027;Goldbach;725;375;350;4;4;-
16067029;Gotha, Stadt;16833;8952;7881;848;546;302
16067031;Grabsleben;-;-;-;-;-;-
16067032;Gräfenhain;590;306;284;-;-;-
16067033;Großfahner;356;184;172;.;.;.
16067035;Haina;217;124;93;.;.;-
16067036;Herrenhof;339;172;167;.;-;.
16067037;Hochheim;221;116;105;-;-;-
16067038;Hörselgau;-;-;-;-;-;-
16067039;Hohenkirchen;361;192;169;-;-;-
16067041;Ingersleben;-;-;-;-;-;-
16067042;Laucha;-;-;-;-;-;-
16067044;Luisenthal;526;282;244;.;.;.
16067045;Mechterstädt;-;-;-;-;-;-
16067046;Metebach;-;-;-;-;-;-
16067047;Molschleben;477;261;216;3;-;3
16067048;Mühlberg;-;-;-;-;-;-
16067051;Neudietendorf;-;-;-;-;-;-
16067052;Nottleben;191;109;82;.;.;-
16067053;Ohrdruf, Stadt;2241;1220;1021;31;16;15
16067054;Petriroda;133;64;69;.;-;.
16067055;Pferdingsleben;186;100;86;-;-;-
16067056;Remstädt;408;209;199;.;.;-
16067059;Schwabhausen;369;191;178;.;.;.
16067062;Seebergen;-;-;-;-;-;-
16067063;Sonneborn;571;310;261;-;-;-
16067064;Tabarz/Thür. Wald;1510;768;742;39;19;20
16067065;Tambach-Dietharz/Thür. Wald, Stadt;1865;1002;863;245;144;101
16067066;Teutleben;-;-;-;-;-;-
16067067;Tonna;1019;531;488;.;.;.
16067068;Tröchtelborn;135;65;70;.;.;-
16067069;Trügleben;-;-;-;-;-;-
16067071;Tüttleben;326;203;123;.;.;.
16067072;Waltershausen, Stadt;5109;2715;2394;121;79;42
16067073;Wandersleben;-;-;-;-;-;-
16067074;Wangenheim;297;144;153;.;-;.
16067075;Warza;316;161;155;-;-;-
16067077;Weingarten;-;-;-;-;-;-
16067078;Westhausen;232;130;102;-;-;-
16067081;Wölfis;633;356;277;.;.;.
16067082;Zimmernsupra;137;71;66;.;.;-
16067083;Leinatal;1556;825;731;11;8;3
16067084;Emsetal;-;-;-;-;-;-
16067085;Günthersleben-Wechmar;1344;692;652;16;7;9
16067086;Drei Gleichen;2250;1195;1055;13;7;6
16067087;Nesse-Apfelstädt;2501;1280;1221;29;16;13
16067088;Hörsel;2268;1178;1090;36;22;14
16068001;Alperstedt;385;185;200;15;10;5
16068002;Andisleben;252;121;131;7;3;4
16068003;Beichlingen;205;113;92;.;.;-
16068004;Bilzingsleben;307;171;136;.;-;.
16068005;Büchel;114;62;52;.;.;-
16068006;Buttstädt, Stadt;930;470;460;.;.;.
16068007;Eckstedt;252;126;126;-;-;-
16068008;Ellersleben;103;59;44;-;-;-
16068009;Elxleben;954;476;478;.;.;.
16068011;Eßleben-Teutleben;140;78;62;-;-;-
16068012;Frömmstedt;214;122;92;-;-;-
16068013;Gangloffsömmern;461;245;216;.;.;.
16068014;Gebesee, Stadt;890;455;435;8;4;4
16068015;Griefstedt;123;66;57;-;-;-
16068016;Großbrembach;295;162;133;-;-;-
16068017;Großmölsen;100;53;47;.;.;.
16068018;Großmonra;-;-;-;-;-;-
16068019;Großneuhausen;296;151;145;-;-;-
16068021;Großrudestedt;827;421;406;12;7;5
16068022;Günstedt;271;146;125;-;-;-
16068023;Guthmannshausen;273;152;121;.;.;.
16068024;Hardisleben;247;144;103;-;-;-
16068025;Haßleben;435;212;223;.;.;.
16068026;Henschleben;164;87;77;.;.;-
16068027;Herrnschwende;107;59;48;.;.;-
16068028;Kannawurf;325;195;130;.;.;-
16068029;Kindelbrück, Stadt;727;389;338;65;33;32
16068031;Kleinbrembach;129;62;67;-;-;-
16068032;Kleinmölsen;167;90;77;.;.;-
16068033;Kleinneuhausen;164;83;81;.;-;.
16068034;Kölleda, Stadt;2338;1249;1089;19;9;10
16068035;Mannstedt;154;88;66;.;-;.
16068036;Markvippach;276;144;132;-;-;-
16068037;Nöda;395;216;179;.;.;-
16068038;Olbersleben;325;184;141;.;.;.
16068039;Ollendorf;200;97;103;-;-;-
16068041;Ostramondra;189;98;91;.;.;-
16068042;Rastenberg, Stadt;1073;565;508;.;.;.
16068043;Riethgen;111;60;51;-;-;-
16068044;Riethnordhausen;452;226;226;.;-;.
16068045;Ringleben;216;113;103;-;-;-
16068046;Rudersdorf;142;69;73;-;-;-
16068047;Schillingstedt;91;55;36;.;-;.
16068048;Schloßvippach;645;328;317;.;.;.
16068049;Schwerstedt;247;138;109;.;.;-
16068051;Sömmerda, Stadt;7219;3795;3424;134;85;49
16068052;Sprötau;350;184;166;.;.;.
16068053;Straußfurt;701;385;316;.;.;.
16068055;Udestedt;343;172;171;.;-;.
16068056;Vogelsberg;286;155;131;-;-;-
16068057;Walschleben;799;404;395;.;.;.
16068058;Weißensee, Stadt;1368;749;619;13;10;3
16068059;Werningshausen;280;145;135;.;.;-
16068061;Witterda;488;248;240;.;.;-
16068062;Wundersleben;290;153;137;-;-;-
16069001;Ahlstädt;77;44;33;.;-;.
16069002;Bad Colberg-Heldburg, Stadt;1008;531;477;10;6;4
16069003;Beinerstadt;156;86;70;.;.;-
16069004;Bischofrod;64;35;29;-;-;-
16069005;Bockstadt;-;-;-;-;-;-
16069006;Brünn/Thür.;211;118;93;-;-;-
16069008;Dingsleben;145;68;77;-;-;-
16069009;Ehrenberg;97;54;43;-;-;-
16069011;Eichenberg;92;54;38;-;-;-
16069012;Eisfeld, Stadt;2567;1327;1240;23;12;11
16069014;Gleichamberg;-;-;-;-;-;-
16069015;Gompertshausen;231;132;99;-;-;-
16069016;Grimmelshausen;70;37;33;-;-;-
16069017;Grub;71;35;36;-;-;-
16069018;Haina;-;-;-;-;-;-
16069019;Hellingen;484;264;220;.;.;.
16069021;Henfstädt;138;67;71;.;.;.
16069024;Hildburghausen, Stadt;4722;2429;2293;124;85;39
16069025;Kloster Veßra;134;68;66;-;-;-
16069026;Lengfeld;192;102;90;.;-;.
16069028;Marisfeld;196;107;89;-;-;-
16069031;Mendhausen;-;-;-;-;-;-
16069032;Milz;-;-;-;-;-;-
16069035;Oberstadt;157;80;77;-;-;-
16069037;Reurieth;405;225;180;.;.;.
16069038;Römhild, Stadt;-;-;-;-;-;-
16069039;Sachsenbrunn;962;507;455;.;.;.
16069041;Schlechtsart;81;46;35;.;.;.
16069042;Schleusegrund;1206;639;567;26;12;14
16069043;Schleusingen, Stadt;2213;1138;1075;54;26;28
16069044;Schmeheim;121;61;60;-;-;-
16069046;Schweickershausen;64;37;27;-;-;-
16069047;St.Bernhard;125;66;59;-;-;-
16069048;St.Kilian;1292;665;627;.;.;.
16069049;Straufhain;1286;674;612;7;4;3
16069051;Themar, Stadt;1181;618;563;16;9;7
16069052;Ummerstadt, Stadt;246;129;117;.;.;-
16069053;Veilsdorf;1397;745;652;.;.;.
16069055;Westenfeld;-;-;-;-;-;-
16069056;Westhausen;262;144;118;5;-;5
16069058;Auengrund;1426;752;674;14;7;7
16069059;Nahetal-Waldau;1314;660;654;7;3;4
16069061;Masserberg;950;520;430;12;7;5
16069062;Römhild, Stadt;3152;1671;1481;27;21;6
16070001;Alkersleben;139;74;65;-;-;-
16070002;Altenfeld;364;192;172;14;14;-
16070003;Angelroda;154;80;74;.;.;.
16070004;Arnstadt, Stadt;8928;4761;4167;351;260;91
16070005;Böhlen;223;131;92;.;.;-
16070006;Bösleben-Wüllersleben;274;146;128;.;.;-
16070008;Dornheim;241;123;118;.;.;.
16070011;Elgersburg;505;239;266;.;-;.
16070012;Elleben;359;181;178;.;-;.
16070013;Elxleben;264;138;126;.;-;.
16070014;Frankenhain;280;150;130;.;.;.
16070015;Frauenwald;368;179;189;.;.;.
16070016;Friedersdorf;69;40;29;-;-;-
16070017;Gehlberg;184;98;86;.;.;-
16070018;Gehren, Stadt;1606;865;741;.;.;.
16070019;Geraberg;956;491;465;.;.;.
16070021;Geschwenda;777;415;362;.;.;.
16070022;Gillersdorf;105;58;47;-;-;-
16070023;Gossel;193;106;87;-;-;-
16070024;Gräfenroda;1256;655;601;.;-;.
16070025;Großbreitenbach, Stadt;1027;565;462;44;41;3
16070027;Herschdorf;362;199;163;.;-;.
16070028;Amt Wachsenburg;2657;1368;1289;56;51;5
16070029;Ilmenau, Stadt;8899;4844;4055;438;297;141
16070031;Kirchheim;504;259;245;.;.;.
16070032;Langewiesen, Stadt;1414;737;677;27;14;13
16070033;Liebenstein;157;85;72;.;.;-
16070034;Martinroda;339;174;165;.;.;.
16070035;Möhrenbach;-;-;-;-;-;-
16070037;Neusiß;87;49;38;-;-;-
16070038;Neustadt am Rennsteig;386;200;186;.;.;.
16070041;Osthausen-Wülfershausen;236;126;110;6;3;3
16070042;Pennewitz;214;119;95;-;-;-
16070043;Plaue, Stadt;720;368;352;7;4;3
16070044;Rockhausen;125;62;63;-;-;-
16070046;Schmiedefeld am Rennsteig;663;370;293;.;.;.
16070048;Stadtilm, Stadt;1837;963;874;16;11;5
16070049;Stützerbach;518;262;256;.;.;.
16070051;Wachsenburggemeinde;-;-;-;-;-;-
16070052;Wildenspring;80;48;32;-;-;-
16070053;Wipfratal;1209;647;562;54;46;8
16070054;Witzleben;300;161;139;.;.;.
16070055;Wolfsberg;1230;651;579;11;4;7
16070056;Ilmtal;1612;860;752;8;4;4
16071001;Apolda, Stadt;8174;4218;3956;282;177;105
